PaymentType,Product,hard drive,PostalCode,system,Department,Address,Quantity,State,feed,Date,sensor,City,capacitor,capacitor,transmitter,CustomerName,Total,Gender,transmitter,array,Time,Store,InvoiceId,ProductPrice
"Visa","Awesome Cotton Gloves",true,22525,true,"Kids","136 Lesch Hills",4,"NJ",true,"9-21-2021",false,"Helenmouth",57.89,47.15,10.50,"Davonte Wuckert",22.76,"Female",33.56,true,"6:17:50","Parisian, Wolff and Gorczany",558298,5.69
"AMEX","Incredible Wooden Shirt",72.78,73312,9.10,"Tools","52631 Weimann Mall",6,"LA",32.38,"9-4-2021",true,"New Teresa","card","parsing",208354,"Madison Rowe IV",266.28,"Male",5319699,93.69,"1:1:10","Parisian, Wolff and Gorczany",837621,44.38
"Cash","Rustic Granite Shirt",6.51,74751,66.22,"Computers & Books","8379 Thiel Square",1,"VT","system","9-22-2021","program","Nolanville",false,true,2376168,"Mr. Eliza McGlynn",63.46,"Female",3791892,4315481,"19:4:5","Auer V",468350,63.46
"MasterCard","Incredible Concrete Shirt",8942328,83054,"cross-platform","Tools","92499 Mekhi Trail",9,"MS",16.29,"9-4-2021",6525821,"West Marcellus",2.91,92.18,"solid state","Rosella Kozey IV",714.60,"Female","quantify","array","18:21:29","Armstrong, Strosin and Altenwerth",457281,79.40
"Cash","Small Steel Shirt","neural",46510,false,"Grocery","661 Shanahan Harbors",4,"GA",89.52,"6-13-2021",7463248,"South Freda",4771969,5345407,1300648,"Tiana Auer",306.04,"Male",399212,77.38,"3:16:35","Armstrong, Strosin and Altenwerth",577532,76.51
"EWallet","Gorgeous Plastic Computer",91.00,81931,"generating","Sports & Tools","5671 Abbott Cliffs",1,"NH",false,"9-21-2021",37.33,"North Verdafurt",99.72,62.26,true,"Deven Smitham",76.39,"Male",true,8.60,"19:7:30","Kshlerin DDS",160942,76.39
"Visa","Small Steel Shoes",true,96594,47.03,"Toys & Outdoors","3827 Ruecker Circles",1,"MO",83.38,"10-10-2021",true,"Lake Adrianburgh",7275176,6967139,45.47,"Dr. Bria Renner",9.99,"Male",81.43,3860087,"15:56:1","Wiegand-Tillman",237927,9.99
"EWallet","Rustic Rubber Pants",81.54,19946,"RAM","Toys","4999 Nader Cliffs",9,"VA",1137039,"8-23-2021","synthesize","Hamillfurt",2844834,4777262,"auxiliary","Sabrina Donnelly",58.59,"Female","hack",9351954,"13:6:38","Kuphal, Spencer and Blanda",847364,6.51
"MasterCard","Practical Concrete Pants","array",94628,9182556,"Sports","76925 Frederick Drive",9,"KY","auxiliary","9-15-2021",8005664,"South Cody",8483483,7749519,"program","Mitchel Crooks Sr.",133.02,"Male","transmitting",76.06,"17:1:36","Larkin-McClure",619832,14.78
"AMEX","Rustic Rubber Chair","TCP",69430,"pixel","Outdoors & Music","7990 Rodolfo Centers",10,"MD",8459409,"10-24-2021",true,"Port Bettieborough","input","synthesizing",false,"Judd Abshire III",202.70,"Female",false,72.64,"9:30:38","Wiegand-Tillman",841797,20.27
"EWallet","Gorgeous Plastic Shirt",false,31850,75.52,"Toys","11207 Roberta Trail",9,"IA",11.84,"3-30-2021",61.73,"East Baron",21.53,83.82,true,"Miss Dahlia Hermiston",454.05,"Female",true,false,"21:7:50","Lakin, O'Connell and Monahan",984006,50.45
"AMEX","Sleek Granite Hat",true,62236,false,"Baby & Outdoors","4376 Wellington Skyway",9,"WY",false,"9-26-2021",2884643,"West Chelseymouth",4782116,6080509,"circuit","Ludie Bailey",563.85,"Female","sensor",6818068,"15:21:19","Wiegand-Tillman",671936,62.65
"Cash","Small Granite Shoes",2435214,77776,99.69,"Health","2658 Devonte Mews",1,"WI","mobile","10-8-2021",55.97,"Devonfurt",1302079,4242206,9378311,"Sallie Abbott",51.12,"Male",7130835,4142408,"22:54:36","Armstrong, Strosin and Altenwerth",454573,51.12
"Visa","Fantastic Granite Chair",9285935,48485,"array","Industrial & Health","6441 Leuschke Shoal",1,"ND",7416462,"9-5-2021","reboot","Hettiehaven",2734330,5043675,3339628,"Fredy Jerde V",57.60,"Male",6511559,"bus","17:46:37","Lakin, O'Connell and Monahan",543257,57.60
"MasterCard","Awesome Granite Computer",false,29026,8161465,"Garden","304 Braeden Mountain",7,"AL",99.77,"2-20-2021","haptic","North Melanychester",false,false,"protocol","London Heathcote",81.06,"Female","programming","CSS","7:54:34","McClure, Block and Franecki",210504,11.58
"Visa","Practical Cotton Pants",47.50,86229,7.90,"Home, Beauty & Electronics","7253 Wolff Mountains",4,"AR",43.44,"5-24-2021",6.28,"Maybellfort",56.56,19.90,false,"Adaline Gleichner",31.08,"Female",true,5.13,"20:16:38","Kshlerin DDS",358575,7.77
"Visa","Fantastic Cotton Hat",17.94,70793,"monitor","Health","918 Windler Road",8,"NJ",7539826,"10-10-2021",66.62,"Hayesborough",true,true,79.24,"Esperanza Senger",585.20,"Male",42.21,false,"3:39:6","McClure, Block and Franecki",594256,73.15
"AMEX","Gorgeous Plastic Pants","back up",95358,true,"Outdoors & Sports","7861 Gutkowski Prairie",10,"DE","compress","9-5-2021",64.10,"New Nataliaborough",false,true,6179470,"Ola Gottlieb",704.60,"Female",3884793,2062667,"23:22:11","Parisian, Wolff and Gorczany",252483,70.46
"MasterCard","Gorgeous Granite Pants",1351362,70271,"TCP","Electronics","810 Flavio Light",10,"OK",1.07,"7-20-2021",3037756,"Hortenseshire",8067058,2195975,3912951,"Eric Sauer",382.70,"Female",8709000,"compressing","9:2:18","Kuphal, Spencer and Blanda",771794,38.27
"AMEX","Intelligent Concrete Hat",false,37953,4121991,"Tools, Games & Grocery","762 Ruthe Shore",4,"NV",8979370,"5-13-2021","monitor","Danikaview",24.55,74.00,false,"Maribel Terry",208.88,"Male",false,59.85,"20:51:22","Kshlerin DDS",777128,52.22
"AMEX","Sleek Wooden Hat","port",22176,"navigating","Sports & Tools","60633 Sydney Street",10,"CA",595809,"9-21-2021",true,"Corkerybury",false,false,true,"Kenna Oberbrunner",975.40,"Male",false,false,"5:20:39","McClure, Block and Franecki",514648,97.54
"EWallet","Practical Rubber Hat",70.01,71495,"parse","Grocery","949 Trinity Roads",9,"IA",false,"9-4-2021",false,"East Marietta",2432529,4128444,31.82,"Ms. Melyna Altenwerth",511.38,"Female",94.29,57.04,"2:15:29","Kuphal, Spencer and Blanda",483907,56.82
"EWallet","Ergonomic Cotton Car",39.90,55105,true,"Toys, Tools & Sports","9212 Marshall Rapid",1,"SC",3916967,"6-5-2021","sensor","Johnniefurt","cross-platform","navigate","AGP","Bailey Smith",59.52,"Male","navigating","navigate","12:58:48","Armstrong, Strosin and Altenwerth",442808,59.52
"Cash","Practical Plastic Gloves","monitor",96511,5702988,"Kids & Music","12203 Demarco Springs",2,"CA","capacitor","2-16-2021",1.12,"Patsyshire",64.08,26.84,"connect","Cyril Glover",81.36,"Male","generate",2598964,"11:50:49","Kuphal, Spencer and Blanda",259059,40.68
"AMEX","Fantastic Granite Hat",6270200,33929,true,"Movies","807 Brakus Forest",1,"SD","alarm","7-19-2021",false,"North Khalilview",61.07,23.80,13.18,"Birdie Stroman",0.42,"Male",37.02,false,"0:2:32","Kuphal, Spencer and Blanda",884248,0.42
"EWallet","Ergonomic Granite Shoes",49.06,74456,"card","Movies, Beauty & Music","646 Romaine Villages",1,"VA","transmitting","3-23-2021",9434203,"Vedahaven",true,true,false,"Garnett Ziemann",62.91,"Female",true,23.58,"4:12:33","Armstrong, Strosin and Altenwerth",832557,62.91
"EWallet","Sleek Cotton Car",73.64,60089,35.80,"Garden, Computers & Home","1041 Douglas Parks",2,"UT",true,"2-1-2021",21.92,"Haleyton",85.26,48.03,10.97,"Maynard Lind",188.94,"Female",33.94,true,"8:0:8","Wiegand-Tillman",545322,94.47
"MasterCard","Small Steel Chair",73.37,85952,7626665,"Kids","275 Heathcote Mission",7,"NY",59.78,"8-27-2021",4183652,"Bayerfort",81.85,45.41,"optical","Sid Renner",92.54,"Female","firewall",false,"12:17:48","McClure, Block and Franecki",171821,13.22
"AMEX","Small Granite Computer",1767848,95001,3817212,"Outdoors & Games","23011 Florine Ridges",7,"MS",1328843,"9-17-2021",562030,"West Kayden",7259446,8372049,false,"Irving Lang MD",46.06,"Female",false,false,"17:10:29","Kuphal, Spencer and Blanda",273675,6.58
"Cash","Ergonomic Cotton Chair","program",14880,"calculate","Garden","518 Kennedy Cliffs",2,"AR",false,"6-15-2021","CSS","Greenholtmouth",9375732,2368281,"bandwidth","Ephraim Marvin",94.16,"Female","overriding",871446,"15:5:14","Armstrong, Strosin and Altenwerth",380460,47.08
"Visa","Rustic Rubber Chair",68.21,57896,true,"Outdoors, Movies & Computers","874 Madaline Lodge",8,"MO",false,"8-3-2021",false,"Stokesview","card","1080p","sensor","Deshaun Reinger",41.84,"Female","overriding","bluetooth","17:0:22","Armstrong, Strosin and Altenwerth",554459,5.23
"Visa","Small Plastic Hat","programming",12748,true,"Industrial","154 Jacobs Shore",9,"HI",60.94,"1-25-2021","calculate","Randallton",93.36,56.25,7993161,"Waino McClure",607.50,"Female",3952770,5506500,"20:19:13","Armstrong, Strosin and Altenwerth",383183,67.50
"EWallet","Sleek Wooden Pants",false,40277,3042656,"Computers, Clothing & Automotive","93558 Dietrich Ways",1,"NJ",7091987,"7-21-2021",7914495,"Lake Milan",498988,6857840,7738325,"Tobin Cole",72.99,"Male",6831655,"bus","0:22:34","McClure, Block and Franecki",823389,72.99
"Visa","Sleek Cotton Table",52.14,14171,2737795,"Games, Industrial & Books","350 Hartmann Parkway",4,"VT",2699816,"9-8-2021","haptic","Port Zanderside",true,true,0.73,"Kane Kuhic",58.52,"Female",36.88,"AI","19:21:25","McClure, Block and Franecki",778816,14.63
"Visa","Rustic Plastic Shirt","connecting",57564,true,"Tools","47357 Mia Canyon",9,"SD","mobile","10-22-2021",9402962,"Rollinmouth",true,true,8067290,"Elenora Bailey",157.23,"Female",314586,1955304,"23:9:37","Lakin, O'Connell and Monahan",350467,17.47
"EWallet","Incredible Granite Computer",false,29658,"generate","Baby, Kids & Computers","106 Sam Canyon",3,"NC","SAS","10-23-2021",false,"Port Dejuan",48.46,8.27,true,"Alisha Okuneva Sr.",52.11,"Female",true,true,"8:26:2","Kshlerin DDS",838450,17.37
"AMEX","Fantastic Rubber Shirt",33.61,35543,96.41,"Computers","80930 Weissnat Squares",3,"MD",59.71,"10-3-2021",21.62,"Alexanderfurt",true,false,98.16,"Ms. Flavio Altenwerth",102.27,"Male",58.07,20.63,"7:57:54","Lakin, O'Connell and Monahan",998217,34.09
"AMEX","Small Granite Table","JSON",27436,"XML","Toys","6435 Mohr Union",2,"NM",20.35,"9-14-2021",2030281,"New Lonieberg",true,true,2574067,"Valentin Boehm",45.64,"Male",8862424,"microchip","13:50:0","Armstrong, Strosin and Altenwerth",458894,22.82
"EWallet","Incredible Granite Table",66.82,36089,"AI","Tools, Sports & Games","2150 Neva Island",8,"NV","auxiliary","10-8-2021","quantifying","East Tracy","JBOD","circuit",65.02,"Mrs. Kaleb Stark",557.36,"Male",88.30,1089556,"19:15:27","Larkin-McClure",222344,69.67
"MasterCard","Fantastic Wooden Pants",3308714,27663,"back-end","Beauty","44971 Nicolas Mission",9,"PA",true,"2-3-2021",83.00,"Terrilltown",19.69,5.85,68.84,"Dr. Elenor Von",371.16,"Male",92.25,true,"20:36:12","Larkin-McClure",908490,41.24
"AMEX","Rustic Wooden Hat",false,67651,true,"Industrial","11591 Sunny Parkways",3,"NE",true,"4-7-2021",true,"West Leonorport",16.69,79.27,29.13,"Herbert Skiles",184.53,"Male",65.07,55.13,"21:58:1","McClure, Block and Franecki",937225,61.51
"AMEX","Small Granite Pants","hacking",26893,27.71,"Garden & Grocery","395 Cristina Corner",2,"KS",64.01,"6-29-2021",3693523,"New Abigail",77.62,76.25,"feed","Bria Muller",163.58,"Female","SSL",25.41,"0:34:19","Kshlerin DDS",749204,81.79
"MasterCard","Rustic Wooden Computer",true,78642,"GB","Tools & Beauty","44760 Jacinthe Harbors",3,"VT","navigating","5-25-2021",false,"South Rebeka",true,true,"JBOD","Mrs. Joey Blanda",141.69,"Female","AI",6155053,"18:48:1","Considine PhD",794253,47.23
"EWallet","Rustic Granite Gloves",4628681,27451,5867403,"Toys & Computers","5468 Dickens Skyway",6,"NE",4013218,"7-7-2021","microchip","Edwardview","transmit","monitor","solid state","Oral Batz",339.24,"Female","virtual",10.53,"21:28:10","Lakin, O'Connell and Monahan",260094,56.54
"Cash","Rustic Concrete Computer","system",71038,7322224,"Baby, Garden & Toys","140 Lehner Ville",4,"UT",58.30,"6-26-2021",true,"Zemlakstad",true,false,3.84,"Hailey Casper",2.28,"Female",75.47,false,"2:20:22","Larkin-McClure",566044,0.57
"Visa","Sleek Cotton Table","hard drive",67489,7800843,"Toys & Electronics","6456 Zena Manor",6,"WA",true,"10-5-2021",3207552,"Cristobalhaven",true,false,25.56,"Mr. Alvis Lemke",449.40,"Male",61.47,21.23,"17:54:42","Larkin-McClure",909126,74.90
"EWallet","Awesome Wooden Computer",4206450,34013,"override","Movies, Electronics & Computers","336 Lindgren Junctions",6,"RI",4228885,"7-31-2021",false,"South Gage",5514778,5710711,9362559,"Clinton Friesen",592.20,"Male",325102,"array","10:59:10","Kshlerin DDS",968576,98.70
"Cash","Small Plastic Shirt",32.20,22127,948500,"Sports","525 Kerluke Summit",10,"PA","compress","9-23-2021",false,"Nelleside",5147101,1318884,4399719,"Alex Dietrich",583.20,"Female",4416777,"synthesize","9:39:57","Larkin-McClure",993970,58.32
"MasterCard","Incredible Rubber Gloves",false,99205,"backing up","Baby","61564 Harvey Brooks",1,"MD",64.43,"7-4-2021",2927108,"West Terrence",8686274,6083316,"generating","Polly Auer",14.74,"Female","parsing",8218917,"10:0:28","Kshlerin DDS",232097,14.74
"AMEX","Intelligent Concrete Computer",65.52,68534,25.45,"Outdoors & Electronics","20297 Harry Stream",2,"LA",true,"9-29-2021",11.87,"New Maddisonland",74.64,63.91,27.23,"Nadia Orn",64.70,"Male",50.28,false,"11:56:26","Kuphal, Spencer and Blanda",621231,32.35
"AMEX","Sleek Rubber Gloves",62.91,34486,"program","Industrial","971 Veum Parks",6,"OR","transmitting","10-13-2021",false,"South Stacymouth",true,false,97.31,"Mr. Erik Funk",464.34,"Male",48.16,true,"9:51:31","Wiegand-Tillman",665102,77.39
"AMEX","Awesome Granite Shoes",false,14294,true,"Toys & Jewelery","7302 Rowe Expressway",6,"MN",46.50,"9-20-2021",true,"Lake Ferne",true,false,21.70,"Tremayne Schiller",579.54,"Female",45.12,"port","1:25:55","Kuphal, Spencer and Blanda",574135,96.59
"AMEX","Small Granite Pants","application",79207,2841590,"Toys, Games & Movies","8799 Arnulfo Motorway",2,"ID","compress","8-28-2021",5839060,"New Vernstad",4726664,9292185,2260680,"Lilly Nader",114.38,"Female",8056147,"compressing","20:29:18","Kshlerin DDS",119852,57.19
"EWallet","Fantastic Granite Hat",false,85022,5636781,"Automotive","174 O'Connell Harbor",4,"AZ",4218441,"10-13-2021",13.45,"Cruickshankstad","generating","open-source","transmit","Jaquelin Rosenbaum",239.60,"Female","haptic",48.73,"8:38:38","Auer V",899446,59.90
"MasterCard","Awesome Steel Pants",74505,25839,569608,"Kids, Sports & Health","7459 Michael Prairie",9,"MI",20.36,"10-24-2021",false,"McClurefurt",false,false,95.53,"Cassie Walter V",788.13,"Male",19.02,"optical","17:22:15","McClure, Block and Franecki",724883,87.57
"Cash","Rustic Rubber Gloves",8923350,40880,true,"Beauty, Garden & Tools","6085 Moore Shores",8,"IL",true,"9-2-2021",80.28,"Kentonbury",42.29,93.14,"panel","Ayla Cummerata",413.20,"Male","protocol",1642543,"0:55:52","Parisian, Wolff and Gorczany",568542,51.65
"AMEX","Ergonomic Plastic Computer",false,51520,true,"Garden & Industrial","1761 Cruickshank Oval",7,"PA",17.36,"3-30-2021","SDD","Treutelfort",3.49,63.09,true,"Ora Langosh",371.35,"Female",false,"connecting","19:30:38","Kuphal, Spencer and Blanda",951465,53.05
"Visa","Rustic Rubber Pants",64.91,55734,7851559,"Games","3907 Mary Crossing",2,"NY",false,"10-24-2021",2877223,"New Pat",8153527,8679419,5629880,"Neoma Mitchell",51.40,"Male",9121322,"online","0:8:48","Larkin-McClure",504097,25.70
"MasterCard","Ergonomic Cotton Shirt",false,21892,"navigate","Clothing","351 Cordie Plain",8,"LA",48.08,"7-23-2021","connect","New Kathlyn",34.49,97.23,"driver","Kamille Quitzon",328.64,"Female","capacitor",43.55,"12:52:11","Armstrong, Strosin and Altenwerth",648432,41.08
"Cash","Incredible Concrete Pants",68.49,59111,197029,"Baby & Health","5596 Karine Lakes",2,"IN",1320996,"9-20-2021",false,"West Walton","array","copy",false,"Kenyatta Pfannerstill I",16.32,"Female",false,true,"3:58:21","Considine PhD",723499,8.16
"Cash","Rustic Concrete Pants",93.27,30498,55.24,"Grocery & Baby","3168 Konopelski Drives",4,"MO","matrix","1-24-2021",14.94,"Matteofurt",true,false,8111562,"Art Watsica",296.08,"Female",581366,false,"16:27:0","Kshlerin DDS",428096,74.02
"Cash","Practical Plastic Shoes",6457548,57403,63.11,"Health, Shoes & Books","97815 Allen Keys",2,"HI",4040554,"9-27-2021",2769909,"Wehnerport",false,false,6119201,"Dr. Marcella Carroll",81.58,"Female",5277379,"quantifying","18:24:35","Armstrong, Strosin and Altenwerth",758634,40.79
"AMEX","Gorgeous Rubber Gloves",2227239,95784,"synthesize","Kids, Toys & Home","1640 Dasia Point",5,"IL",true,"5-26-2021",2548736,"Lehnershire","connecting","neural","navigating","Lucio Hessel",334.45,"Male","auxiliary","backing up","23:28:0","Kuphal, Spencer and Blanda",489505,66.89
"EWallet","Practical Steel Car",50.01,48422,6615684,"Clothing & Jewelery","729 Flatley Green",3,"NY","auxiliary","6-24-2021","GB","Sadyeshire",95.61,85.64,"calculating","Daisy Weissnat",107.04,"Male","calculate",31.31,"6:11:10","Kshlerin DDS",143782,35.68
"Cash","Intelligent Steel Table",false,51272,"primary","Games, Tools & Jewelery","7025 Brown Mountains",3,"MI",42.73,"7-13-2021",true,"Powlowskiburgh",5437662,2548402,5.81,"Mrs. Marques Quigley",160.65,"Female",41.36,true,"16:17:47","Kuphal, Spencer and Blanda",344080,53.55
"MasterCard","Awesome Wooden Shoes",true,53223,false,"Tools & Toys","8723 Guiseppe Extension",8,"NH",true,"8-31-2021",false,"Haneborough",true,true,false,"Jerrod Heaney",157.76,"Male",true,"SMS","20:36:15","Armstrong, Strosin and Altenwerth",384517,19.72
"Visa","Intelligent Wooden Table",false,98679,"synthesize","Outdoors & Kids","426 Pfeffer Plaza",2,"VA","optical","10-5-2021","bypass","West Jerelhaven","navigating","quantify",76.21,"Hailee Little IV",192.98,"Male",99.06,61.95,"9:46:4","Considine PhD",806733,96.49
"AMEX","Intelligent Cotton Gloves",4833900,32458,41623,"Computers, Books & Games","896 Cremin Plaza",2,"RI",3277023,"10-12-2021","calculating","Johnpaulhaven",7448660,2384944,4601776,"Aubree Anderson",36.90,"Female",6152775,"multi-byte","3:49:0","McClure, Block and Franecki",826798,18.45
"MasterCard","Practical Wooden Table",11.98,65876,"driver","Movies, Clothing & Baby","18962 Schulist Ports",1,"AK",4597105,"5-6-2021",4242669,"Leuschkehaven","transmitter","back up",33.53,"Paolo Howe Jr.",76.62,"Male",69.87,true,"7:11:19","Considine PhD",348694,76.62
"Cash","Fantastic Concrete Shirt",9071080,42453,95.20,"Shoes, Books & Toys","88946 Al Ports",3,"WA",30.77,"5-26-2021",false,"West Paxton",false,false,93.82,"Declan Rempel MD",26.61,"Female",30.18,true,"1:28:12","Considine PhD",489456,8.87
"EWallet","Gorgeous Rubber Table",true,23660,1.74,"Tools & Jewelery","48308 Larson Light",10,"ID",37.71,"8-29-2021",false,"Parkershire",true,true,0.76,"Flo Ryan",207.30,"Female",36.74,false,"5:53:42","Kuphal, Spencer and Blanda",516249,20.73
"AMEX","Awesome Rubber Table",false,61993,802355,"Toys","53593 Bahringer Valley",10,"NC",2293271,"8-6-2021","GB","Fayview",74.87,38.20,98.23,"Dr. Erwin Bauch",11.50,"Male",34.18,"interface","16:17:5","Kuphal, Spencer and Blanda",470788,1.15
"Visa","Gorgeous Concrete Shoes",36.65,62196,"AI","Toys","70381 Lonnie Road",7,"MO","array","3-14-2021",1949841,"Lake Giovaniside","wireless","online",1014903,"Eleonore Schiller V",400.12,"Female",5457057,"feed","13:9:39","McClure, Block and Franecki",791495,57.16
"AMEX","Ergonomic Steel Hat","microchip",97114,69.98,"Sports","26346 Corene Summit",6,"TN",9439760,"6-7-2021","THX","Hammesstad",18.76,69.30,31.48,"Mr. Maribel Abbott",456.48,"Female",91.51,54.83,"15:29:39","Kshlerin DDS",799086,76.08
"MasterCard","Incredible Steel Table",401479,55475,false,"Electronics & Health","484 Myriam View",10,"GA",true,"3-13-2021",true,"Aleentown",42.76,5.50,true,"Katelynn Daugherty Sr.",153.10,"Male",true,"SQL","7:9:8","Lakin, O'Connell and Monahan",710482,15.31
"EWallet","Incredible Plastic Shoes",false,69025,"interface","Electronics, Shoes & Clothing","351 Annie Brook",6,"AL",8701488,"9-8-2021",53.19,"Harberview",3.40,65.91,false,"Zena Klocko",396.42,"Male",false,true,"4:39:54","Parisian, Wolff and Gorczany",572065,66.07
