State,Department,Date,Total,PaymentType,Address,Product,bus,firewall,Store,ProductPrice,Time,program,InvoiceId,capacitor,pixel,microchip,system,interface,monitor,Quantity,CustomerName,City,protocol,Gender,PostalCode
"RI","Home & Outdoors","7-12-2021",29.40,"Visa","9728 Nolan Meadows","Intelligent Plastic Shoes","panel",9085041,"McClure, Block and Franecki",14.70,"15:21:17",10.68,329500,7751465,6159553,false,8134378,false,61.92,2,"Mrs. Moses D'Amore","Wiegandbury",true,"Female",14991
"VA","Baby & Sports","8-26-2021",497.42,"MasterCard","79263 Everett Inlet","Sleek Granite Car",false,14.26,"Kshlerin DDS",71.06,"18:30:22",true,572346,false,69.97,true,5485738,64.91,true,7,"Maryam Schulist","Trinityville",4737935,"Male",47329
"WA","Automotive & Beauty","2-2-2021",109.56,"EWallet","505 Aurelie Point","Intelligent Wooden Chair",true,2282046,"Kuphal, Spencer and Blanda",18.26,"18:29:35","primary",853492,8611132,55.17,"programming",true,"quantifying",9483555,6,"Tess Ratke III","Oswaldoburgh",false,"Female",16817
"MN","Health","10-4-2021",187.84,"AMEX","61321 Stracke Flat","Awesome Granite Shoes","synthesize",false,"Armstrong, Strosin and Altenwerth",46.96,"15:42:18","reboot",610276,"firewall",false,1458605,true,7979447,true,4,"Bethany Cronin","Lowebury",2123024,"Male",36510
"VT","Electronics & Grocery","6-13-2021",32.24,"Visa","41183 Kathryn Light","Sleek Steel Hat",28.83,5927716,"Kuphal, Spencer and Blanda",16.12,"20:7:22",false,369581,false,8.39,43.55,true,3.72,99.41,2,"Gardner D'Amore","New Andresshire",true,"Male",45597
"RI","Clothing & Health","10-7-2021",711.52,"MasterCard","8829 Spinka Viaduct","Practical Concrete Hat",false,64.37,"Wiegand-Tillman",88.94,"3:11:33",true,811401,true,"programming","virtual",false,76.88,5389747,8,"Leone Ankunding","New Dedrictown",true,"Female",32204
"SD","Clothing","9-10-2021",521.28,"MasterCard","59684 Arno View","Ergonomic Wooden Car",1.43,37.81,"McClure, Block and Franecki",86.88,"4:32:58",true,806596,4521651,272262,"multi-byte","bluetooth",false,"online",6,"Dr. Chandler Cummerata","Port Georgiana","compress","Female",97806
"OH","Tools & Industrial","10-3-2021",3.62,"Visa","4709 Kayli Drive","Ergonomic Steel Table","hacking",false,"Kuphal, Spencer and Blanda",1.81,"2:31:21","array",522677,3089416,"sensor",true,"reboot",false,31.84,2,"Rasheed Larson","Bartellberg",true,"Male",16204
"MN","Computers","4-5-2021",515.04,"MasterCard","62462 Fritsch Spurs","Awesome Cotton Gloves","copy",false,"Lakin, O'Connell and Monahan",64.38,"2:10:52","overriding",843973,"card",32.07,false,91.49,true,4602669,8,"Elwin Terry","Tyriqueside",47.57,"Female",70800
"VT","Electronics & Games","5-7-2021",43.75,"Cash","7727 Hartmann Fort","Incredible Rubber Table",20.46,false,"Parisian, Wolff and Gorczany",6.25,"6:14:3",52.90,470351,49.39,false,false,43.93,true,false,7,"Mrs. Margret Little","Braunmouth",9168061,"Female",98448
"GA","Baby & Garden","1-1-2021",586.80,"AMEX","263 Brandt Spring","Fantastic Steel Shoes",true,true,"Lakin, O'Connell and Monahan",73.35,"5:9:24",44.57,437340,"HTTP",64.49,true,3696055,877493,5127976,8,"Diamond Braun PhD","Yasminbury",2634476,"Male",77484
"MS","Movies & Games","10-24-2021",225.84,"Cash","399 Kris Mission","Ergonomic Steel Chair","overriding",0.93,"McClure, Block and Franecki",37.64,"7:9:10","microchip",326501,true,true,8040023,false,2283267,false,6,"Loyal Beatty","Walkerville",71.92,"Female",39648
"MI","Music, Health & Outdoors","3-11-2021",38.43,"Visa","455 Ernser Gateway","Ergonomic Cotton Gloves",11.53,1011587,"Armstrong, Strosin and Altenwerth",5.49,"19:27:45","program",593133,4302484,"quantifying","generating",true,true,54.74,7,"Dr. Alvina Medhurst","Skilesport",true,"Female",80842
"CT","Industrial","8-21-2021",173.72,"Cash","137 Funk Highway","Awesome Concrete Hat",true,93.47,"Armstrong, Strosin and Altenwerth",43.43,"20:10:9",90.10,959594,true,false,71.98,81.35,"reboot",1.27,4,"Dr. Ford Hodkiewicz","Kuhnfurt",false,"Male",68835
"SC","Kids","6-23-2021",239.07,"AMEX","4366 Isabel Walk","Fantastic Steel Chair","RSS",8698490,"Kshlerin DDS",79.69,"12:51:13",8629710,698275,383482,"navigating",7943581,3929858,"JSON","solid state",3,"Alyce Cummings I","Port Florencio",2947044,"Female",90374
"CO","Sports, Home & Automotive","4-21-2021",739.10,"AMEX","68184 Marianne Ramp","Awesome Wooden Shirt",8700944,2932476,"Larkin-McClure",73.91,"19:10:39","calculate",561738,15.20,true,5081197,"primary",6308030,39.85,10,"Ericka Medhurst","Anguschester",false,"Male",83026
"AR","Beauty & Tools","3-10-2021",104.22,"AMEX","62009 Veum Locks","Gorgeous Cotton Gloves","override",true,"McClure, Block and Franecki",17.37,"22:25:47","parsing",820430,0.73,true,57.04,"CSS",89.46,7721560,6,"Janiya Metz","Keltonside",9.46,"Female",13545
"NE","Music, Home & Grocery","10-25-2021",365.82,"Visa","6734 Brandi Island","Sleek Concrete Table","1080p",true,"Wiegand-Tillman",52.26,"6:49:24",true,864472,2320278,"circuit","transmit","haptic",6916577,9042098,7,"Cary Block","East Kavon",94.81,"Male",50308
"IL","Home","7-1-2021",76.39,"MasterCard","4511 Steve Islands","Awesome Granite Computer","connecting",61.00,"Kuphal, Spencer and Blanda",76.39,"0:39:27",5141378,460380,"quantifying","solid state",true,"neural",92.08,14.95,1,"Rachelle Hoeger","South Malika",true,"Male",44093
"MI","Outdoors & Shoes","9-1-2021",118.32,"AMEX","1696 Mertz Ford","Practical Cotton Chair","multi-byte",3248907,"Armstrong, Strosin and Altenwerth",14.79,"3:3:17","SDD",952620,"program",15.08,"generating",false,972600,false,8,"Vernon Wisoky","South Deja",3.74,"Male",26355
"WY","Outdoors","5-30-2021",575.52,"Visa","96217 Zemlak Summit","Incredible Cotton Pants",96.78,32.31,"McClure, Block and Franecki",95.92,"13:26:11",true,431834,25.85,true,84.68,20.99,true,80.42,6,"Abbie Kris V","Casperview",true,"Male",66356
"WI","Sports & Books","3-16-2021",50.30,"AMEX","2597 Tracey Meadow","Sleek Wooden Gloves",false,32.79,"Armstrong, Strosin and Altenwerth",10.06,"9:9:0",true,455919,38.28,true,97.69,true,"quantify",53.36,5,"Miss Blair Jaskolski","New Brandy",false,"Male",52589
"MN","Jewelery, Clothing & Shoes","1-8-2021",137.42,"Visa","54094 Liam Islands","Ergonomic Steel Hat",1621783,4986904,"Wiegand-Tillman",68.71,"15:47:54",8485094,431470,3097564,6722797,5650653,"multi-byte",76.25,true,2,"Kelsie Bradtke","East Marcia",7659915,"Female",74342
"TX","Toys","9-22-2021",832.59,"Visa","9676 Becker Mall","Intelligent Cotton Gloves",3557964,25.04,"McClure, Block and Franecki",92.51,"1:8:23","cross-platform",268583,"connect",1849308,8089748,"card",664083,true,9,"Maurice Blick","North Mollie",false,"Male",84867
"IA","Kids, Toys & Clothing","6-14-2021",4.53,"MasterCard","16038 Gibson Point","Fantastic Rubber Chair",true,false,"Considine PhD",4.53,"16:54:18",79.78,436272,3.62,false,62.85,false,75.25,4785200,1,"Dr. Ethelyn Kuhn","Port Peterland","matrix","Female",99704
"OR","Sports & Automotive","10-24-2021",583.73,"EWallet","109 Kohler Trail","Rustic Plastic Computer",false,true,"Auer V",83.39,"5:31:36","PNG",437446,"synthesizing",50.95,"pixel",true,"multi-byte",40.46,7,"Aracely Kreiger DDS","Haleyberg",6318481,"Female",96161
"WY","Beauty, Clothing & Music","4-15-2021",45.80,"Cash","686 Doyle Plain","Ergonomic Steel Hat",1400354,"solid state","Larkin-McClure",4.58,"7:57:26",false,369532,"capacitor",true,1341301,"solid state",6239715,true,10,"Cathrine D'Amore","West Marianemouth",92.59,"Female",61575
"PA","Health","10-17-2021",180.88,"EWallet","645 Markus Mills","Awesome Granite Pants",1224007,"system","Kshlerin DDS",90.44,"5:40:32",90.94,590201,87.52,8234319,"bluetooth",82.85,true,15.29,2,"Nichole Sauer","Rashadtown",11.74,"Male",91910
"NY","Industrial, Home & Jewelery","4-21-2021",89.35,"MasterCard","22149 Jaleel Summit","Incredible Wooden Pants",44.14,false,"Wiegand-Tillman",17.87,"2:10:47",64.06,253069,0.05,false,false,83.07,1098373,"indexing",5,"Domingo Bogisich","East Demariobury",true,"Male",65565
"PA","Baby & Kids","7-18-2021",143.38,"Cash","1284 Mattie Loop","Incredible Granite Computer","protocol","cross-platform","Wiegand-Tillman",71.69,"8:54:47",false,338559,false,"quantifying",true,"programming",1616588,"wireless",2,"Miguel Leffler","Weissnatland","back up","Male",23765
"AZ","Grocery","10-24-2021",31.69,"EWallet","7042 Herzog Overpass","Sleek Cotton Gloves",true,6673232,"McClure, Block and Franecki",31.69,"6:34:59","SMS",121390,5026934,"capacitor",6498737,3427158,"alarm","RAM",1,"Dayana Will","Michealmouth",true,"Male",37567
"RI","Shoes & Computers","10-21-2021",150.24,"Cash","7377 Manuel Extensions","Rustic Steel Shoes","pixel",false,"Considine PhD",75.12,"18:35:50",true,379776,false,true,true,13.95,false,46.35,2,"Mr. Jamel Douglas","Kilbackfurt",70.23,"Male",65323
"NH","Clothing","10-13-2021",58.32,"AMEX","101 Doug Ridge","Practical Plastic Gloves",false,true,"Parisian, Wolff and Gorczany",6.48,"8:29:49",true,412479,31.64,true,false,26.99,7225565,"interface",9,"Edgardo Greenfelder","Vanessafurt",55.85,"Male",39342
"LA","Health, Books & Outdoors","3-12-2021",284.70,"Cash","45670 Peyton Crest","Ergonomic Plastic Pants","override","protocol","Kuphal, Spencer and Blanda",94.90,"13:4:48",2014196,962845,7773352,40.65,6626461,"hacking",6109456,"SMTP",3,"Javier Rice","Alfredaborough",29.22,"Male",82519
"VA","Tools & Jewelery","5-14-2021",392.72,"Cash","1554 Wehner Mount","Gorgeous Plastic Shoes","transmit",true,"Considine PhD",98.18,"13:28:13",473565,636621,4914400,"bypassing",true,6939206,8584145,"EXE",4,"Carlo Lueilwitz","Homenickmouth","card","Male",23910
"MN","Industrial & Home","10-11-2021",847.50,"Cash","791 Dock Neck","Rustic Granite Gloves",4166516,"RSS","Lakin, O'Connell and Monahan",84.75,"17:24:44",3819462,503171,36.83,"hacking",true,false,false,true,10,"Marlin Zboncak","West Winona",false,"Male",76376
"MN","Computers & Movies","3-4-2021",716.50,"Visa","416 Waelchi Avenue","Fantastic Rubber Gloves",80.49,3.88,"Kshlerin DDS",71.65,"19:13:24",false,736759,false,72.34,false,5371290,"EXE",false,10,"Isabel Altenwerth","Carmenberg","copy","Female",84625
"WI","Kids, Garden & Health","10-10-2021",158.10,"MasterCard","186 Shemar Green","Practical Rubber Car","array",13.17,"Auer V",26.35,"15:8:28",true,536760,false,69.45,2615285,"hacking","open-source",false,6,"Dr. Joshuah Sanford","North Kristinport",239265,"Female",32873
"KS","Health","5-7-2021",386.88,"Cash","72336 Schaden Extension","Gorgeous Cotton Shoes",5800071,7740118,"Armstrong, Strosin and Altenwerth",48.36,"6:9:1","compressing",467037,2713471,"array",78.13,3917752,false,true,8,"Dayne Sanford","South Melliemouth",42.98,"Male",74580
"AR","Electronics, Beauty & Games","9-28-2021",348.72,"AMEX","5837 Witting Junction","Intelligent Rubber Car",62.71,true,"Considine PhD",58.12,"2:16:28",68.40,143066,"port",9108745,true,86.96,true,19.46,6,"Felicity Rohan","Norafort",15.55,"Male",66735
"SD","Electronics, Garden & Beauty","10-22-2021",260.05,"EWallet","7443 Edwardo Grove","Intelligent Granite Pants",75.73,98.81,"Larkin-McClure",52.01,"11:44:3","transmitter",439364,"reboot",28.05,1294038,86.52,true,"haptic",5,"Dr. Eliza Schuster","Schambergerville",2358537,"Male",27201
"MS","Sports & Jewelery","7-22-2021",441.49,"MasterCard","8084 Hamill Points","Gorgeous Rubber Pants","primary",false,"Armstrong, Strosin and Altenwerth",63.07,"12:57:50","connecting",610849,43.31,3544436,"driver",1321274,7721485,8263699,7,"Betty Kuhn","Bartellbury",true,"Male",68799
"NY","Home","7-28-2021",179.49,"AMEX","30411 Block Spurs","Fantastic Plastic Computer",7530083,3685855,"Considine PhD",59.83,"16:31:30",false,427436,"cross-platform",3113896,8088397,"system","input",true,3,"Maudie Tremblay","West Nehafurt",true,"Male",56983
"TX","Health, Music & Garden","3-12-2021",55.01,"AMEX","21266 Elenor Springs","Awesome Cotton Pants","1080p","RAM","Kshlerin DDS",55.01,"8:23:35",true,681238,9261457,true,23.80,true,83.76,true,1,"Leonel D'Amore DVM","Trentonchester",true,"Female",97792
"WA","Industrial","10-10-2021",125.92,"MasterCard","5411 Dawson Estates","Rustic Wooden Computer",2903706,false,"Auer V",15.74,"5:6:40",74.94,480114,"PCI",4176642,false,"circuit","XSS",false,8,"Antonietta Weimann","East Rebeca","pixel","Female",48055
"IN","Outdoors","9-9-2021",75.65,"Cash","561 Bednar Summit","Rustic Rubber Chair",3929052,190116,"Considine PhD",15.13,"19:23:10","neural",545540,8864440,"transmit",true,"compress",679014,6259802,5,"Ulises Kiehn","Port Manleyside",true,"Male",29546
"IL","Baby & Health","6-15-2021",89.29,"AMEX","229 Demetris Causeway","Sleek Plastic Gloves",false,98.19,"Lakin, O'Connell and Monahan",89.29,"9:52:53",true,587155,"digital",26.64,8649887,"JSON",8208321,18.29,1,"Glenda Monahan","East Amara",41.72,"Male",28471
"IN","Toys, Tools & Outdoors","8-4-2021",599.94,"Cash","302 Lysanne Lakes","Rustic Wooden Shirt",false,true,"Lakin, O'Connell and Monahan",99.99,"20:46:26",80.25,785807,3.14,false,62.53,true,true,57.88,6,"Mattie Jacobson","South Shanatown",false,"Male",69555
"NM","Games","11-27-2020",405.60,"EWallet","8715 Donnelly Expressway","Practical Steel Chair",true,10.06,"Parisian, Wolff and Gorczany",81.12,"18:30:14",true,373166,true,66.28,"interface",3627416,true,true,5,"Icie Lowe","Lake Claudinemouth",93.72,"Male",64343
"OK","Automotive & Games","9-27-2021",82.52,"Cash","225 Jakob Well","Sleek Cotton Chair","navigating","AGP","Wiegand-Tillman",41.26,"19:6:17",4579162,537238,2787078,"pixel","programming",10.98,"reboot",30.87,2,"Adele Shanahan","Remingtonshire",3003642,"Male",30266
"MD","Sports & Grocery","8-14-2021",468.20,"Visa","1035 Swaniawski Well","Practical Concrete Hat",8182638,6468593,"Lakin, O'Connell and Monahan",93.64,"3:19:56",true,512851,false,31.01,true,5553198,6778309,true,5,"Abigayle Hessel","South Elzahaven",true,"Female",64913
"NM","Sports & Garden","12-4-2020",347.20,"Cash","647 Roob Mountain","Intelligent Cotton Computer",51.60,75.47,"Auer V",86.80,"6:10:30",false,298959,false,50.17,74.42,false,33.24,false,4,"Steve Kuphal DVM","New Maryse",11.57,"Female",40401
"KS","Health, Sports & Tools","7-16-2021",674.45,"Cash","28336 Elisa Union","Incredible Plastic Table",41.80,false,"Lakin, O'Connell and Monahan",96.35,"21:9:16",1902279,650037,5433517,30.11,3707373,7038808,7091718,"backing up",7,"Miss Zechariah Bogan","Lake Deontaemouth",true,"Female",20111
"ND","Books & Movies","6-26-2021",3.36,"Visa","9497 Arlie Village","Practical Wooden Pants","application",true,"Considine PhD",3.36,"10:11:27",true,378288,"quantifying",8.68,false,"GB",true,73.32,1,"Kylee Hudson III","Rosenbaumville","online","Male",36370
"MS","Toys, Books & Sports","9-21-2021",478.38,"AMEX","7988 Mckenna Crest","Ergonomic Plastic Table","reboot",9041138,"Larkin-McClure",79.73,"17:51:30",true,521873,"calculating",true,5115823,"programming",true,true,6,"Anthony Wiza","Aliachester",29.53,"Female",53964
"WI","Jewelery, Grocery & Kids","8-19-2021",9.03,"Cash","37962 Helene Row","Rustic Rubber Car",44.69,41.57,"Auer V",9.03,"4:56:8",38.38,764331,74.00,false,33.21,true,92.60,3930015,1,"Alysa Predovic","Feilstad",7552574,"Male",49965
"HI","Automotive & Garden","6-4-2021",638.46,"Cash","2077 Concepcion Dale","Ergonomic Wooden Car","auxiliary",1716142,"Kuphal, Spencer and Blanda",70.94,"3:23:26","navigating",294403,true,7677217,"USB",true,9389104,1130884,9,"Dr. Emmie Yost","Port Judahtown",8789782,"Male",30523
"NH","Health","10-16-2021",46.08,"AMEX","256 Vivienne Falls","Gorgeous Wooden Shoes",9367164,"connecting","Armstrong, Strosin and Altenwerth",11.52,"16:52:2",30.85,167266,915649,90.24,605031,"pixel","reboot",true,4,"Brayan Lind","North Francis",false,"Male",43201
"MT","Grocery","8-8-2021",141.22,"Visa","90733 Eden Valley","Rustic Plastic Computer",true,44.15,"Wiegand-Tillman",70.61,"1:29:50",false,520519,49.58,true,true,5.57,true,37.97,2,"Maximillia Hammes","West Louisamouth",34.83,"Male",57103
"NC","Automotive, Sports & Industrial","2-5-2021",730.90,"Visa","543 Frieda Freeway","Intelligent Concrete Gloves",39.64,63.32,"Auer V",73.09,"18:3:52",true,775450,"SMTP",9272373,"quantifying","online",20.97,3825173,10,"Ethel Schamberger I","West Mavisport","open-source","Female",96181
"AK","Health & Tools","10-22-2021",306.53,"Cash","5822 Schulist Falls","Practical Granite Gloves",6032915,"navigating","Armstrong, Strosin and Altenwerth",43.79,"8:43:8",85.91,931898,21.87,"cross-platform","IB","connecting",true,"wireless",7,"Dejuan Heaney","Lebsackport","virtual","Male",34062
"HI","Outdoors, Industrial & Health","9-20-2021",237.25,"Visa","6883 Benjamin Park","Small Plastic Car",true,35.59,"Kuphal, Spencer and Blanda",47.45,"0:23:2",true,981318,41.04,false,1306945,51.08,59.69,83.49,5,"Harmon Sporer","Mannhaven",false,"Female",23493
"SD","Clothing","9-21-2021",154.72,"AMEX","1792 Pfannerstill Expressway","Ergonomic Rubber Pants",false,false,"Armstrong, Strosin and Altenwerth",19.34,"2:16:51",false,730281,40.98,true,0.42,false,"optical",391110,8,"Edwardo Schamberger","Fletcherbury",false,"Female",73450
"DE","Outdoors, Jewelery & Tools","7-19-2021",36.00,"EWallet","72002 Olson Burgs","Fantastic Plastic Shirt",58.17,8186894,"Kuphal, Spencer and Blanda",3.60,"18:16:54","monitor",136993,70.25,93.90,5471318,"quantifying",88.50,"SAS",10,"Miss Frank Halvorson","Astridborough","navigate","Female",98572
"AZ","Electronics & Health","10-11-2021",211.84,"MasterCard","223 Jast Wells","Fantastic Granite Computer",5231282,57.37,"Considine PhD",52.96,"6:10:33",6811841,306810,"SCSI",7216621,9359292,"synthesizing","calculating",true,4,"Dr. Leland McKenzie","Morarstad",0.56,"Female",39367
"PA","Jewelery, Music & Garden","10-6-2021",39.36,"Visa","685 Casper Pines","Rustic Plastic Shirt",32.99,true,"Kshlerin DDS",13.12,"11:29:40",65.40,773297,62.76,85.35,"haptic","circuit",2263231,"primary",3,"Erwin Heathcote","Port Britney",false,"Male",15771
"MS","Baby, Games & Health","4-13-2021",20.80,"Cash","7949 Willms Dale","Gorgeous Granite Hat",false,76.17,"Wiegand-Tillman",5.20,"19:38:3",true,237439,false,"quantify","interface",5679136,5646981,"synthesizing",4,"Gerald Kirlin","New Wandabury",false,"Female",27755
"IL","Music","8-26-2021",469.74,"Visa","28981 Homenick Villages","Ergonomic Granite Computer",59.42,95.33,"Armstrong, Strosin and Altenwerth",78.29,"11:29:58",true,906492,false,"virtual",4142409,1174312,"multi-byte","navigating",6,"Miss Kasandra Carter","Torphyton",39.41,"Female",10088
"AZ","Grocery & Music","7-6-2021",16.00,"Visa","16086 Etha Knoll","Small Cotton Shoes",210717,453139,"Wiegand-Tillman",1.60,"3:4:49","synthesizing",957141,true,"array",7855270,"bypass",92.54,"back up",10,"Kris Jones","Annamarieton",533499,"Male",38564
"SC","Books, Home & Outdoors","7-30-2021",226.65,"Cash","25997 Kirlin Brooks","Ergonomic Cotton Computer","transmitter",4565761,"Auer V",75.55,"6:47:56",true,348200,"AI","open-source",4336172,false,true,89.13,3,"Dr. Paxton Lockman","Lake Shannamouth",true,"Female",54053
"TN","Computers","9-16-2021",33.60,"MasterCard","88239 Bailey Stravenue","Intelligent Cotton Computer",false,53.96,"Kshlerin DDS",16.80,"4:7:28",false,589225,86.29,82.94,6.20,false,65.59,true,2,"Verner Will","Raphaelton","SSL","Female",35179
"MI","Beauty","10-6-2021",341.70,"Visa","38320 Heaven Causeway","Gorgeous Rubber Gloves",false,3051877,"Wiegand-Tillman",56.95,"20:54:55","synthesizing",183431,"feed",22.28,3312372,"hacking",374245,111864,6,"Ayana Ledner","Armaniside","synthesizing","Male",42921
"AR","Outdoors, Grocery & Shoes","10-3-2021",30.25,"EWallet","8671 Luettgen Mission","Awesome Wooden Computer",true,2881281,"Parisian, Wolff and Gorczany",6.05,"17:29:0","transmitter",809519,false,98.49,"indexing","neural",true,90.30,5,"Vilma Wunsch","East Alisha",87.19,"Male",23028
