hard drive,sensor,Department,ProductPrice,Gender,Date,Time,City,PaymentType,Total,microchip,Address,Store,InvoiceId,hard drive,PostalCode,port,Quantity,State,Product,CustomerName,port
"connect",5168010,"Sports, Toys & Clothing",35.97,"Male","4-22-2021","23:46:36","North Elenoraside","Visa",359.70,41.35,"5813 Odie Fall","Armstrong, Strosin and Altenwerth",785626,"cross-platform",37873,"monitor",10,"WA","Intelligent Plastic Computer","Nelson Dicki","port"
true,"optical","Jewelery",41.91,"Female","9-30-2021","9:47:4","North Davin","MasterCard",293.37,"XML","117 Rosetta Overpass","Considine PhD",231953,true,24352,"copy",7,"NY","Ergonomic Concrete Shoes","Joyce Hermiston","calculating"
5338861,false,"Baby, Movies & Automotive",73.94,"Female","10-22-2021","10:53:32","Osinskifort","MasterCard",147.88,true,"918 Sauer Squares","Auer V",737166,6199744,98171,9.98,2,"AK","Incredible Granite Hat","Laurel Muller",32.67
true,"HTTP","Baby & Automotive",23.81,"Male","3-22-2021","23:1:34","West Malikaview","Visa",214.29,"program","208 Adelbert Villages","Kshlerin DDS",852409,false,50548,false,9,"WI","Gorgeous Steel Table","Lisandro Ernser",false
3877788,23.32,"Grocery & Movies",7.19,"Male","5-26-2021","0:16:8","Binsburgh","MasterCard",14.38,93.17,"83890 Jarred Shoals","Larkin-McClure",604418,7965829,56709,5131056,2,"IL","Intelligent Steel Chair","Ronny Wisozk V",7507873
"copying",3002959,"Garden & Beauty",20.65,"Male","10-5-2021","22:50:58","Hilpertstad","Visa",103.25,false,"957 Walker Rapid","Larkin-McClure",957774,"transmitting",32413,true,5,"AZ","Incredible Rubber Table","Ms. Joel Marks",true
6846250,1608125,"Kids",8.89,"Female","10-10-2021","14:16:18","South Carolefort","Cash",35.56,5796198,"1196 Noe Island","McClure, Block and Franecki",301925,4728206,49810,false,4,"NC","Sleek Granite Shoes","Dr. Brionna Hodkiewicz",false
4441010,"SCSI","Electronics & Grocery",1.52,"Female","7-22-2021","18:55:22","New Darrick","MasterCard",13.68,false,"1615 Augustus Roads","Kuphal, Spencer and Blanda",225566,1716675,98289,"hard drive",9,"FL","Fantastic Concrete Gloves","Abner Marvin","interface"
27.02,14.07,"Movies",11.89,"Female","8-7-2021","9:21:5","Audrabury","Cash",107.01,2645832,"49163 Raphael Rapids","Considine PhD",526666,19.69,26419,5813895,9,"IN","Intelligent Rubber Car","Cecile Harber",7299928
false,false,"Grocery & Kids",71.40,"Male","9-13-2021","12:49:31","North Kathryn","AMEX",214.20,false,"167 Vladimir Rapid","Considine PhD",910045,true,71528,21.18,3,"MD","Sleek Rubber Pants","Talon Little",56.54
false,66.24,"Garden, Kids & Tools",96.60,"Female","9-21-2021","15:36:3","Lake Diego","Cash",869.40,26.32,"60257 April Island","Auer V",435386,true,99611,true,9,"CA","Gorgeous Concrete Shoes","Rowan Wolf",true
"SSL",50.98,"Outdoors & Games",99.79,"Male","9-12-2021","2:47:3","Lake Art","EWallet",99.79,true,"3939 Dickinson Crossroad","Lakin, O'Connell and Monahan",971340,"XML",61809,true,1,"VA","Ergonomic Granite Car","Mr. Avery Ullrich",true
75.98,"RSS","Kids",72.29,"Male","7-28-2021","23:30:10","North Alberta","Visa",578.32,"connect","11226 Morissette Wall","Kshlerin DDS",975524,68.22,78415,"redundant",8,"RI","Awesome Granite Shirt","Hilbert Eichmann","transmit"
false,7661342,"Grocery, Electronics & Tools",90.16,"Male","7-11-2021","9:53:26","East Reggie","AMEX",721.28,7897473,"7041 Rahsaan Ranch","Considine PhD",867097,true,85800,"index",8,"SD","Rustic Wooden Shirt","Lazaro Watsica","neural"
false,"bluetooth","Jewelery, Baby & Grocery",14.25,"Female","4-20-2021","7:13:31","South Caryborough","AMEX",85.50,"compress","5483 Zieme Gateway","Wiegand-Tillman",598036,true,66540,2712789,6,"AK","Small Rubber Table","Breanne Koelpin",1831780
"transmitter","HDD","Sports, Electronics & Grocery",49.96,"Female","8-3-2021","8:58:37","Nigelborough","Visa",49.96,35.08,"96209 O'Hara Pass","Considine PhD",415910,"auxiliary",55900,33.81,1,"MI","Fantastic Wooden Pants","Arlie Dickens",57.24
34.52,true,"Shoes & Computers",32.18,"Female","10-10-2021","9:1:32","Harberborough","EWallet",225.26,false,"43161 Ana Divide","Armstrong, Strosin and Altenwerth",288653,56.17,51287,"AGP",7,"AR","Practical Rubber Shirt","Mazie Grimes","circuit"
8973792,27.85,"Automotive, Music & Toys",15.47,"Male","10-6-2021","10:35:3","Kianchester","EWallet",92.82,23.90,"284 Thad Haven","McClure, Block and Franecki",413716,373643,61702,true,6,"WA","Practical Rubber Gloves","Ms. Laron Kovacek",true
88.86,39.40,"Kids",13.81,"Female","9-24-2021","0:5:42","New Weldonview","Cash",13.81,4276019,"6932 Austyn Trafficway","Armstrong, Strosin and Altenwerth",868657,71.90,60776,"connecting",1,"MN","Gorgeous Rubber Table","Miss Cullen Streich","capacitor"
"SSL","backing up","Games, Garden & Home",40.09,"Male","6-22-2021","21:23:37","West Gudrunhaven","EWallet",320.72,"haptic","84408 Gislason Ford","Larkin-McClure",137307,"EXE",23015,19.59,8,"MI","Incredible Steel Car","Ofelia Gorczany",54.97
"hack","capacitor","Tools & Health",2.37,"Male","1-10-2021","18:51:14","Traceyhaven","Cash",18.96,"parse","4170 Roma Cliff","Larkin-McClure",892519,"back up",88275,77.38,8,"KS","Ergonomic Concrete Table","Nelda Wintheiser II",39.72
false,6.74,"Tools, Electronics & Books",56.17,"Female","9-25-2021","3:37:46","Sarinafurt","EWallet",168.51,"mobile","771 Verner Estates","Auer V",527555,false,39014,6893892,3,"GA","Intelligent Granite Shirt","Theron Christiansen",7392212
7265912,"quantify","Beauty, Games & Kids",74.08,"Male","10-4-2021","0:13:21","West Gia","MasterCard",370.40,"array","8911 Samantha Islands","Considine PhD",564611,5068282,83293,59.48,5,"NM","Fantastic Cotton Shirt","Adaline Homenick DVM",82.74
58.82,3396435,"Home",87.44,"Male","10-24-2021","17:22:8","East Queen","AMEX",437.20,19.00,"42414 Kuhn Underpass","Kuphal, Spencer and Blanda",558981,54.76,73374,17.30,5,"PA","Gorgeous Wooden Table","Mrs. Keven Fritsch",13.39
17.04,true,"Computers & Jewelery",54.95,"Male","5-5-2021","5:23:39","Stoltenbergville","Visa",274.75,false,"39600 Crooks Stream","Armstrong, Strosin and Altenwerth",848003,39.61,77397,false,5,"CT","Practical Cotton Hat","Manley Nienow",false
41.32,false,"Kids",77.96,"Female","12-2-2020","11:33:12","Jimmieport","Visa",779.60,true,"7228 Oral Forges","Considine PhD",489584,63.11,53003,false,10,"NJ","Sleek Cotton Computer","Mrs. Drake Kuhn",false
52.47,true,"Music",56.69,"Male","7-26-2021","10:17:17","West Marley","Cash",453.52,false,"415 Dudley Valleys","Kshlerin DDS",467481,75.04,41496,"AGP",8,"PA","Awesome Wooden Gloves","Asia Beer","parse"
39.88,"cross-platform","Outdoors",83.00,"Female","6-7-2021","15:56:5","North Anselshire","Visa",581.00,"back up","5322 Skiles Dale","Parisian, Wolff and Gorczany",638345,96.20,79958,"AI",7,"OH","Sleek Plastic Hat","Mrs. Trevor Williamson","system"
3888599,"synthesize","Outdoors, Books & Health",95.53,"Female","1-9-2021","12:42:43","Drewfurt","EWallet",859.77,17.45,"9279 Naomi Hollow","McClure, Block and Franecki",952614,6739998,66216,43.52,9,"CO","Practical Cotton Shoes","Travon Frami DDS",66.78
false,72.04,"Beauty",29.62,"Male","9-15-2021","23:28:21","Port Verdie","AMEX",296.20,"digital","86878 Alysson Summit","Kshlerin DDS",958048,true,76067,false,10,"AR","Awesome Wooden Shirt","Hassan Ruecker",true
true,true,"Automotive, Books & Industrial",39.47,"Female","4-20-2021","21:14:13","Katrineburgh","EWallet",78.94,true,"6347 Domenica Ridges","Lakin, O'Connell and Monahan",286977,false,18416,false,2,"ID","Intelligent Steel Table","Nona Schuster Sr.",false
true,8.31,"Baby, Kids & Computers",38.83,"Female","2-23-2021","2:51:51","North Jana","EWallet",155.32,true,"804 Ziemann Mews","Lakin, O'Connell and Monahan",430136,true,67739,90.51,4,"OH","Incredible Wooden Car","Melvina Heidenreich IV",23.72
"parse",93.04,"Music, Computers & Toys",44.64,"Female","2-23-2021","17:12:3","West Gabriellebury","Cash",446.40,89.94,"70219 Stiedemann Mountain","Considine PhD",540986,"bluetooth",41986,5576499,10,"MN","Intelligent Plastic Shirt","Velva Hahn",4406624
9478192,17.14,"Books & Games",6.04,"Female","6-25-2021","0:20:43","North Marietta","EWallet",36.24,false,"431 Cameron Orchard","Wiegand-Tillman",555680,5518047,64772,"navigating",6,"VA","Gorgeous Steel Chair","Savion Armstrong Sr.","optical"
"input","back-end","Jewelery",14.83,"Female","8-15-2021","17:24:13","Lake Victoriaborough","EWallet",74.15,78.05,"58524 Hickle Flats","Considine PhD",230937,"connecting",53909,true,5,"CT","Sleek Steel Table","Mark Durgan",true
false,false,"Tools, Automotive & Baby",3.85,"Female","9-16-2021","20:20:25","West Jadebury","EWallet",3.85,1430574,"63387 Stark Alley","Auer V",741849,false,43973,7786861,1,"KY","Sleek Rubber Chair","Noah Tillman",3701519
27.64,"transmitting","Industrial & Grocery",67.55,"Female","5-26-2021","17:26:1","Legrosville","AMEX",67.55,"quantifying","13120 Blick Fort","Kuphal, Spencer and Blanda",731523,83.40,74081,true,1,"DE","Sleek Steel Car","Estrella Jacobi",true
86.27,false,"Automotive",54.83,"Female","6-8-2021","10:17:33","Vernbury","Cash",109.66,true,"2936 Connelly Ford","Auer V",995336,8.45,73815,false,2,"LA","Sleek Steel Chair","Theo Bartell",true
true,60.78,"Shoes & Sports",3.92,"Male","10-3-2021","15:25:14","Haagfort","MasterCard",31.36,29.95,"291 Raynor Garden","Kshlerin DDS",605000,true,44967,"HDD",8,"NJ","Intelligent Cotton Chair","Consuelo Baumbach DDS","program"
181336,17.86,"Beauty & Health",29.43,"Male","4-5-2021","4:10:38","Port Jovaniton","Cash",88.29,14.74,"614 Rasheed Views","Larkin-McClure",376649,8311077,31947,false,3,"NC","Rustic Plastic Pants","Kiera Swift",true
2475760,5059778,"Clothing & Music",2.80,"Male","10-13-2021","0:24:51","Jaydaberg","Cash",2.80,false,"332 Daisha Shores","Considine PhD",670307,4108105,24335,"driver",1,"MO","Intelligent Wooden Gloves","Camilla Cremin Jr.","copying"
37.40,"RSS","Books, Toys & Garden",63.89,"Male","7-3-2021","4:7:21","South Oliverburgh","EWallet",191.67,69.81,"4018 Justus Rapid","Auer V",557817,19.89,47690,7938073,3,"KY","Awesome Plastic Table","Kelton Huel",4301147
8687679,5143060,"Baby & Beauty",69.16,"Male","10-3-2021","16:28:1","Lake Jermeyside","Visa",207.48,9403480,"7423 Dicki Row","Larkin-McClure",347498,6028490,55093,3360823,3,"NV","Gorgeous Rubber Hat","Hank Connelly",7195589
51.81,7231266,"Beauty",63.35,"Female","6-6-2021","2:31:9","Port Calemouth","Visa",380.10,84.23,"3925 Aniyah Square","Larkin-McClure",969733,7.10,48180,4690703,6,"MO","Small Granite Car","Kaela Turner",2447629
8.90,72.42,"Industrial, Kids & Home",50.49,"Male","6-8-2021","6:44:26","Nyaview","MasterCard",403.92,true,"7026 Leon Wall","Kuphal, Spencer and Blanda",104168,92.36,61157,52.17,8,"AR","Sleek Rubber Pants","Claude Lemke",87.66
true,2699019,"Sports & Jewelery",90.48,"Female","5-30-2021","20:24:55","Leeville","EWallet",180.96,89.59,"19729 Schowalter Fords","McClure, Block and Franecki",235165,false,55574,72.71,2,"KY","Practical Concrete Chair","Miss Alexandra Heller",35.26
14.27,1.77,"Beauty, Sports & Tools",97.66,"Male","3-28-2021","18:38:2","South Gracielaton","Cash",488.30,599525,"256 Schamberger Fords","Armstrong, Strosin and Altenwerth",672956,34.18,88410,"capacitor",5,"SD","Practical Granite Shoes","Ms. Rickey Baumbach","compressing"
false,223541,"Grocery, Kids & Industrial",29.31,"Male","10-14-2021","11:53:2","Hahnchester","AMEX",234.48,59.22,"38488 Emanuel Ports","Armstrong, Strosin and Altenwerth",564987,true,50225,"HDD",8,"UT","Rustic Steel Gloves","Mozell McGlynn","transmit"
true,"application","Home, Books & Automotive",24.10,"Male","8-29-2021","9:28:54","Abernathyton","Visa",72.30,44.06,"290 Treutel Mission","McClure, Block and Franecki",908935,true,22280,"SQL",3,"CA","Awesome Plastic Hat","Janae Willms","hard drive"
true,429491,"Automotive, Music & Books",50.89,"Male","10-17-2021","7:59:53","Hermanland","Cash",50.89,6531137,"88434 Corbin Burg","Auer V",911408,false,54286,90.22,1,"FL","Fantastic Concrete Pants","Johnny Metz",13.67
true,80.27,"Sports",81.68,"Male","8-15-2021","8:50:36","Maxieview","AMEX",490.08,89.22,"67396 Halie Extension","Armstrong, Strosin and Altenwerth",983079,true,62589,true,6,"KS","Intelligent Wooden Table","Waylon Hills IV",true
true,5370606,"Garden & Toys",73.78,"Male","8-28-2021","1:34:50","Simeonborough","MasterCard",221.34,false,"61692 Hintz Junctions","Lakin, O'Connell and Monahan",172063,false,63397,26.32,3,"MN","Intelligent Steel Shirt","Ozella Cassin",49.56
false,88.38,"Garden, Outdoors & Tools",70.20,"Male","9-5-2021","8:56:31","Turnerburgh","Visa",210.60,58.85,"38474 Abbie Freeway","Kuphal, Spencer and Blanda",284439,false,57852,false,3,"OH","Fantastic Wooden Shirt","Jesse Kerluke",false
true,"PNG","Grocery, Outdoors & Jewelery",17.95,"Male","9-6-2021","16:24:39","Jacobschester","EWallet",71.80,false,"82843 Deckow Manors","Parisian, Wolff and Gorczany",602677,false,58374,true,4,"UT","Awesome Plastic Chair","Kasandra Kerluke I",false
false,true,"Garden, Computers & Automotive",26.46,"Female","10-14-2021","12:42:12","South Roslynland","MasterCard",185.22,3114174,"600 Mayer Mountains","McClure, Block and Franecki",646916,true,62687,false,7,"WV","Rustic Granite Shoes","Annetta Goyette",true
3157565,2042312,"Home, Electronics & Outdoors",40.75,"Male","9-21-2021","22:23:46","East Lowellburgh","Visa",203.75,"TCP","1449 Okuneva Streets","Kshlerin DDS",242980,408541,23255,6570189,5,"NE","Ergonomic Granite Gloves","Katlyn Jerde PhD",3772449
137847,"port","Kids, Beauty & Baby",78.63,"Female","10-24-2021","22:31:49","South Deanport","MasterCard",78.63,true,"5866 Pacocha Neck","Lakin, O'Connell and Monahan",905944,7040124,13790,36.15,1,"CO","Intelligent Plastic Hat","Graciela Kreiger",59.01
38.62,98.67,"Shoes",5.40,"Male","9-6-2021","8:15:38","West Destini","AMEX",43.20,97.45,"1034 Haag Islands","Lakin, O'Connell and Monahan",930750,31.05,60132,true,8,"OR","Awesome Concrete Table","Penelope Shields",false
true,22.11,"Shoes",97.43,"Female","3-9-2021","3:53:16","Luettgenmouth","MasterCard",487.15,82.28,"42139 Hartmann Camp","Wiegand-Tillman",605175,true,94584,true,5,"UT","Practical Plastic Shoes","Claudine Bailey DVM",true
54.34,5880774,"Garden & Sports",87.52,"Male","8-29-2021","20:29:57","South Giovanna","Visa",875.20,13.66,"73232 Frank Brook","Kuphal, Spencer and Blanda",925387,49.61,66039,false,10,"IA","Awesome Rubber Table","Mr. Preston Witting",true
39.11,"capacitor","Jewelery",65.24,"Male","9-30-2021","2:45:52","Ankundingchester","MasterCard",456.68,4957710,"974 Kautzer Corners","Kshlerin DDS",909434,34.44,81062,8178703,7,"MN","Incredible Steel Hat","Kari Blanda",6638574
"EXE",59.79,"Home & Computers",80.18,"Female","10-2-2021","8:31:31","Jakubowskifort","Visa",481.08,2282000,"4974 Meghan Greens","Wiegand-Tillman",736907,"neural",67685,false,6,"PA","Practical Cotton Pants","Tess Daugherty",false
17.64,1312748,"Sports",3.97,"Female","10-11-2021","10:42:16","Klockotown","MasterCard",39.70,6825178,"7448 Pagac Mission","McClure, Block and Franecki",752630,39.84,38497,2590439,10,"KS","Intelligent Wooden Gloves","Devyn Smitham DVM",7238527
4839675,8458913,"Outdoors & Books",87.91,"Female","9-15-2021","22:2:22","Bernierburgh","MasterCard",791.19,1.10,"7380 John Union","Considine PhD",573500,8512352,35737,"panel",9,"VT","Gorgeous Steel Pants","Jason Hoppe","mobile"
53.56,5897197,"Computers & Games",44.26,"Female","9-7-2021","19:49:54","Katelinborough","Visa",88.52,12.87,"9901 Maximillian River","Kshlerin DDS",103157,48.83,56076,"protocol",2,"MN","Incredible Cotton Pants","Jamar Cole","mobile"
"program",true,"Automotive",56.42,"Male","10-20-2021","18:58:56","Port Shanny","MasterCard",56.42,false,"237 Bergnaum Green","Kshlerin DDS",171978,"circuit",55457,93.68,1,"RI","Rustic Wooden Hat","Jorge Dach",16.75
true,true,"Electronics, Music & Toys",28.92,"Male","6-2-2021","18:17:45","South Stephon","Visa",57.84,true,"194 Athena Parks","Considine PhD",376621,true,52756,"bypassing",2,"ID","Sleek Plastic Car","Frida Beahan","solid state"
1334924,7348165,"Automotive",47.98,"Female","10-11-2021","12:10:24","South Kareem","Visa",335.86,53.22,"357 Loy Pass","Auer V",559499,1035624,93159,7868762,7,"OK","Practical Granite Hat","Mr. Oran Romaguera",7628825
5.54,8232943,"Computers, Home & Outdoors",81.68,"Male","9-16-2021","6:6:57","Cummingschester","AMEX",571.76,"back up","6957 Paxton Radial","Larkin-McClure",169582,0.32,36906,5782090,7,"IL","Gorgeous Rubber Chair","Lexi Robel",6980393
"firewall",89.04,"Shoes, Health & Garden",7.44,"Male","3-25-2021","6:58:26","Tedstad","MasterCard",29.76,"port","779 Robyn Bypass","Parisian, Wolff and Gorczany",643363,"capacitor",72448,6637332,4,"IN","Practical Wooden Shirt","Carter Moore MD",4278472
4001741,"override","Garden & Movies",2.44,"Female","4-13-2021","7:25:37","Belleburgh","EWallet",12.20,46.46,"962 Bartoletti Via","Larkin-McClure",360782,6450481,50323,true,5,"IL","Intelligent Cotton Computer","Adelle Yost",true
98.84,false,"Outdoors & Movies",81.99,"Male","10-24-2021","0:3:21","Kundeborough","MasterCard",327.96,true,"7179 Colleen Plains","Kuphal, Spencer and Blanda",230688,18.24,30173,80.83,4,"UT","Intelligent Steel Shoes","Jon Kuvalis",4.64
23.15,83.09,"Computers, Jewelery & Home",97.73,"Male","10-19-2021","11:34:59","South Benjamin","MasterCard",977.30,16.07,"4743 Destinee Ways","Armstrong, Strosin and Altenwerth",325667,76.30,68040,38.64,10,"MA","Ergonomic Rubber Table","Maximo West",62.12
80.92,41.12,"Beauty & Computers",47.94,"Female","4-26-2021","6:1:33","Lockmanshire","Cash",239.70,40.33,"76154 Burdette Plaza","Armstrong, Strosin and Altenwerth",790081,61.04,91059,false,5,"LA","Ergonomic Steel Computer","Jamir Gottlieb",true
true,true,"Industrial",42.58,"Female","9-23-2021","21:4:0","Eloyland","EWallet",85.16,true,"700 Frank Summit","Larkin-McClure",207909,true,13158,18.10,2,"DE","Sleek Rubber Hat","Elliot Toy",46.11
false,"SCSI","Games & Baby",42.88,"Male","4-21-2021","15:27:54","Hellerbury","MasterCard",171.52,44.73,"3185 Marianne Court","Lakin, O'Connell and Monahan",262760,false,29152,"compressing",4,"OR","Practical Granite Car","Mr. Courtney Turcotte","JSON"
true,"AGP","Automotive, Music & Grocery",70.57,"Male","10-11-2021","7:30:58","Amaliaborough","AMEX",141.14,false,"6791 Ruecker Junction","Kshlerin DDS",772328,true,36652,318087,2,"CT","Ergonomic Granite Computer","Lyda Hilll",5613114
6394009,80.94,"Electronics & Games",85.93,"Male","8-27-2021","0:30:32","East Libbie","Cash",85.93,"cross-platform","9738 Clark Drive","Auer V",775159,8488842,22101,63.23,1,"NM","Sleek Wooden Hat","Corene Morar",99.14
"SSL",65.79,"Grocery & Music",12.86,"Female","9-22-2021","16:32:28","Wunschmouth","Cash",12.86,64.98,"202 Krystal Mountain","Auer V",285645,"interface",14824,"parse",1,"VA","Small Granite Hat","Lura McKenzie","virtual"
"calculating",59.69,"Computers",52.54,"Female","9-11-2021","19:53:16","West Eunashire","Visa",315.24,29.53,"9479 Torphy Unions","Auer V",400771,"copying",68964,3776424,6,"NH","Ergonomic Wooden Chair","Santa Bogan",7951175
true,true,"Electronics",45.30,"Female","10-3-2021","6:34:7","Travonshire","Visa",90.60,"SCSI","39506 Adelbert Dale","Kshlerin DDS",244177,false,48536,true,2,"GA","Ergonomic Concrete Shirt","Anthony Koepp",false
41.78,3706845,"Home",97.35,"Female","9-28-2021","19:20:6","Emmytown","EWallet",389.40,4564929,"28249 Botsford Gardens","Auer V",564507,25.14,58457,84.96,4,"ID","Practical Wooden Chair","Dorcas Heaney",20.75
