hard drive,PaymentType,bandwidth,State,Quantity,City,capacitor,pixel,CustomerName,Department,PostalCode,Date,Time,application,Address,Total,InvoiceId,Product,Store,ProductPrice,Gender
true,"AMEX",true,"IN",10,"East Alessandra",true,true,"Ronaldo Hilpert","Electronics & Movies",78156,"6-12-2021","4:28:58",true,"358 Becker Flat",147.30,894797,"Awesome Steel Computer","Lakin, O'Connell and Monahan",14.73,"Male"
true,"EWallet",93.33,"UT",2,"South Isaac",16.97,"sensor","Gay Hermann","Toys & Electronics",36980,"9-26-2021","8:51:57",1068285,"348 Jannie Lakes",109.48,321132,"Small Plastic Chair","Considine PhD",54.74,"Male"
false,"AMEX",false,"SC",3,"Shaniebury",true,8911004,"Dr. Liliane Konopelski","Jewelery",29856,"10-24-2021","0:36:26","calculate","19843 Kiel Hills",171.33,790851,"Sleek Cotton Car","Kuphal, Spencer and Blanda",57.11,"Male"
90.39,"MasterCard",5123934,"MS",3,"East Jerryside","SCSI",62.32,"Karelle Jast III","Sports",89465,"4-16-2021","8:54:30",766200,"9374 Jermaine Locks",253.86,991121,"Incredible Cotton Computer","Parisian, Wolff and Gorczany",84.62,"Female"
4961897,"MasterCard",75.13,"KY",3,"Ziemebury",6355180,"connect","Mr. Rebeca Feest","Sports",15644,"10-8-2021","4:20:17",1114765,"2883 Marks Cove",52.47,826693,"Intelligent Concrete Shirt","Armstrong, Strosin and Altenwerth",17.49,"Male"
46.00,"Visa",5355007,"NV",2,"Crookshaven",5477708,"firewall","Frederic Hodkiewicz","Games, Shoes & Jewelery",72431,"3-28-2021","2:42:2",92.40,"24534 Gutkowski Lodge",173.24,218142,"Intelligent Concrete Table","Kshlerin DDS",86.62,"Male"
8862411,"MasterCard","reboot","MD",3,"Wizaview",0.69,false,"Cali Abbott","Shoes & Health",36603,"7-18-2021","20:54:58","index","8721 Jerrod Keys",140.37,468225,"Incredible Rubber Car","Parisian, Wolff and Gorczany",46.79,"Female"
72.89,"EWallet","protocol","MN",7,"Aufderharborough",71.53,7701287,"Mr. Elmo Cole","Baby & Shoes",26120,"3-29-2021","3:12:54",false,"25716 Kennedi Plain",235.27,387564,"Incredible Plastic Computer","Armstrong, Strosin and Altenwerth",33.61,"Male"
true,"AMEX",70.18,"NJ",8,"North Delaneyview",6474274,"primary","Rahul Denesik","Baby & Shoes",97148,"8-8-2021","10:46:30",80.23,"6790 Cummings Route",641.20,498642,"Fantastic Granite Gloves","Considine PhD",80.15,"Female"
true,"AMEX",false,"ND",5,"West Michealhaven",28.80,2885754,"Kelton Hudson","Computers",97062,"9-16-2021","15:44:47",true,"9559 Heidenreich Expressway",80.65,217706,"Practical Rubber Shoes","Parisian, Wolff and Gorczany",16.13,"Female"
64.13,"Cash",27.17,"SC",2,"New Xavier",50.24,13.55,"Mrs. Araceli Kautzer","Home, Baby & Shoes",52649,"7-26-2021","7:27:23","transmitting","537 D'Amore Lodge",83.76,311541,"Fantastic Cotton Pants","Wiegand-Tillman",41.88,"Male"
true,"Visa","SSL","OK",3,"Lake Artport","generating",true,"Jeffrey Hamill","Electronics, Garden & Books",94343,"10-21-2021","21:50:35",true,"466 Miller Spring",154.47,135278,"Incredible Plastic Gloves","Kuphal, Spencer and Blanda",51.49,"Female"
"back up","EWallet","redundant","CA",1,"Rathborough",false,"compressing","Mrs. Maxime Schoen","Home, Shoes & Automotive",56592,"10-20-2021","3:8:47","neural","760 Ivah Junction",7.15,507185,"Ergonomic Wooden Shirt","Auer V",7.15,"Male"
3925667,"Cash",7915371,"MA",8,"Port Reymundoville",6629606,"PNG","Kyler Schumm","Tools",32412,"9-8-2021","9:34:51",6331150,"46700 Cole Track",199.12,607171,"Awesome Plastic Pants","Armstrong, Strosin and Altenwerth",24.89,"Male"
"compressing","AMEX",true,"FL",10,"Cordellfort",7368811,"back up","Darrin Bahringer","Books, Sports & Computers",80585,"10-13-2021","15:28:51","digital","26572 Gislason Keys",11.60,936595,"Sleek Rubber Car","Lakin, O'Connell and Monahan",1.16,"Male"
false,"Cash","back up","VT",5,"West Simeonside",false,5794571,"Miles Herman I","Health",51265,"8-16-2021","22:56:20","SCSI","3725 Laurie Route",267.20,881038,"Practical Wooden Table","Kuphal, Spencer and Blanda",53.44,"Male"
8714812,"AMEX",2916915,"PA",5,"East Ophelia",25.95,15.68,"Rita Brekke","Garden & Kids",93836,"10-17-2021","9:26:32",false,"41705 Emmet Key",258.05,722558,"Sleek Cotton Computer","Lakin, O'Connell and Monahan",51.61,"Female"
10.44,"EWallet",false,"TN",6,"South Alysaborough",false,86.50,"Rahul Fadel","Outdoors",26367,"2-7-2021","3:1:16",82.96,"37214 Melvin Brooks",177.48,847380,"Intelligent Steel Computer","Lakin, O'Connell and Monahan",29.58,"Female"
32.92,"Visa",false,"NC",4,"Aufderharmouth","hard drive",true,"Brandt Carroll","Toys",74462,"6-29-2021","6:16:47",17.38,"24368 Purdy Green",12.20,797804,"Intelligent Granite Car","Armstrong, Strosin and Altenwerth",3.05,"Male"
false,"Cash",2820382,"IL",4,"Shermanmouth",8504136,8518583,"Ella Price","Clothing & Garden",90738,"10-23-2021","19:28:57",8033629,"4097 Joesph Brook",190.92,666362,"Practical Concrete Gloves","McClure, Block and Franecki",47.73,"Female"
"copying","EWallet",25.48,"NM",5,"Kirlinland",88.05,5898422,"Yazmin Corwin","Health, Toys & Kids",17859,"8-2-2021","6:58:5",1243839,"2528 Lonie Mountain",151.90,458673,"Incredible Rubber Hat","Auer V",30.38,"Female"
"auxiliary","MasterCard",84926,"IN",7,"Janicemouth",7243115,"bus","Roman Russel","Baby",54962,"7-4-2021","13:45:45",false,"6872 Aida Row",243.18,111297,"Awesome Plastic Chair","McClure, Block and Franecki",34.74,"Male"
6590407,"Visa",337853,"MS",10,"Treutelborough",false,7787177,"Mrs. Fernando Kunze","Sports, Toys & Beauty",33610,"6-6-2021","18:8:41",8163552,"7476 Tod Burg",783.10,232806,"Ergonomic Cotton Shoes","Auer V",78.31,"Female"
"programming","EWallet",2605233,"ID",9,"Sipesview",1552691,false,"Dr. Ena Rodriguez","Grocery, Jewelery & Health",97635,"6-26-2021","5:55:57",92.33,"753 Langosh Wall",99.63,979989,"Incredible Steel Gloves","Auer V",11.07,"Male"
true,"Visa",4246815,"TN",2,"Lake Jacinto",false,53.81,"Madelynn Lynch","Music",72860,"10-23-2021","23:53:30",8831365,"778 Noelia Point",0.68,999542,"Intelligent Wooden Chair","Auer V",0.34,"Male"
false,"Cash",false,"TN",8,"Newellbury",25.47,88.62,"Nils Littel","Grocery, Garden & Beauty",84296,"9-21-2021","16:59:34",85.66,"9178 Thompson Mills",344.40,581633,"Sleek Steel Shoes","Larkin-McClure",43.05,"Female"
37.27,"AMEX",97.89,"WI",4,"Lake Clemmie",true,10.30,"Myron Brekke","Outdoors & Electronics",96014,"7-26-2021","19:15:29",true,"3395 Brenden Plains",16.92,857409,"Fantastic Steel Chair","Armstrong, Strosin and Altenwerth",4.23,"Male"
true,"AMEX",false,"WA",4,"Ondrickaville","compress",true,"Joy Dietrich","Tools, Computers & Garden",57765,"6-25-2021","7:12:26",false,"875 Johns View",170.60,597210,"Gorgeous Concrete Table","Kuphal, Spencer and Blanda",42.65,"Female"
"firewall","MasterCard",17.62,"ME",3,"Cruickshankborough",2930739,7217129,"Marcos Dickens","Grocery & Kids",80217,"8-12-2021","6:22:19",63.58,"7218 Norwood Ferry",299.13,332975,"Ergonomic Granite Shirt","Lakin, O'Connell and Monahan",99.71,"Female"
3409683,"MasterCard",8000363,"KS",5,"Jedfort","TCP","auxiliary","Katlynn Jast","Grocery & Computers",55778,"10-17-2021","21:38:33","open-source","46743 Murazik Falls",51.20,266598,"Intelligent Cotton Table","Considine PhD",10.24,"Male"
true,"Visa","solid state","CT",1,"Eleanoreshire","system","transmit","Rosemarie Lemke","Clothing & Shoes",67105,"2-17-2021","6:21:38","hack","5251 Destin Row",72.58,120601,"Fantastic Plastic Shoes","Parisian, Wolff and Gorczany",72.58,"Male"
true,"Cash","connecting","NM",4,"West Colby",5046017,17.62,"Miss Sonny Swift","Industrial, Jewelery & Shoes",23592,"9-12-2021","18:7:56","synthesizing","2561 Ari Dale",72.64,600529,"Awesome Concrete Table","Lakin, O'Connell and Monahan",18.16,"Male"
"index","AMEX","SAS","HI",5,"Hauckmouth",true,86.22,"Mertie Ziemann","Home, Garden & Tools",21559,"10-15-2021","6:22:41",3505263,"54626 Dolly Springs",260.95,786191,"Practical Steel Pants","Considine PhD",52.19,"Male"
false,"MasterCard","input","WA",7,"Port Melanyhaven","mobile",true,"Charlie Goldner","Kids, Industrial & Outdoors",83436,"10-4-2021","18:34:39",false,"76867 Schneider Mount",382.76,927975,"Intelligent Concrete Shoes","Wiegand-Tillman",54.68,"Male"
true,"AMEX",true,"MA",3,"Sauerview",29.48,true,"Kitty Dicki","Industrial & Books",54957,"4-30-2021","2:32:51",true,"712 Lillie Inlet",133.44,441637,"Small Plastic Hat","Lakin, O'Connell and Monahan",44.48,"Male"
67.50,"Visa",27.63,"MA",10,"Port Emiliano",2010859,40.46,"Ardella Rohan","Tools",21625,"8-14-2021","5:36:14",true,"409 Tremblay Trace",953.90,393197,"Intelligent Wooden Car","Auer V",95.39,"Male"
"redundant","EWallet",false,"WI",10,"West Kathleenmouth",12.47,75.64,"Monica Hessel","Clothing & Grocery",28096,"10-8-2021","18:17:19","solid state","9906 King Crest",428.60,401670,"Sleek Rubber Shirt","Kuphal, Spencer and Blanda",42.86,"Female"
23.92,"AMEX","bus","NJ",6,"Jonesborough",69559,612651,"Mitchell Anderson","Home & Grocery",96915,"7-1-2021","15:24:29","programming","730 Jovanny Shoal",462.18,777289,"Rustic Wooden Shoes","McClure, Block and Franecki",77.03,"Male"
19.00,"AMEX",5642318,"MO",9,"New Destanyfort",2354036,2191697,"Irma Cartwright","Games, Health & Baby",75054,"2-19-2021","9:49:11",6777211,"4827 Schaden Lake",310.50,964816,"Small Rubber Table","Armstrong, Strosin and Altenwerth",34.50,"Male"
"connecting","EWallet","connecting","KS",6,"New Luis",true,2.85,"Ignacio O'Reilly","Industrial, Music & Kids",61951,"10-24-2021","18:33:43","bandwidth","933 German Coves",564.48,839351,"Practical Cotton Table","Wiegand-Tillman",94.08,"Female"
"capacitor","AMEX",false,"MT",4,"North Garnet",35.02,"bypassing","Ms. Edward Dibbert","Books",75950,"8-14-2021","2:17:42",565013,"61603 Upton Expressway",101.60,104051,"Intelligent Concrete Table","Considine PhD",25.40,"Male"
"quantifying","EWallet",true,"TX",5,"Lake Mohamedland","input",false,"Nina Weissnat I","Jewelery, Music & Baby",50676,"8-22-2021","15:11:2",29.23,"23269 Arnaldo Road",438.30,653480,"Practical Steel Computer","Lakin, O'Connell and Monahan",87.66,"Male"
2005463,"MasterCard",77.48,"ME",4,"Kevinhaven",true,91.49,"Jeanne Nolan","Clothing",85705,"5-24-2021","8:10:20",27.07,"8929 Augustus Village",298.08,207287,"Sleek Wooden Shirt","Lakin, O'Connell and Monahan",74.52,"Male"
false,"Visa",0.19,"HI",8,"Lake Kendallfort",36.13,"bus","Vincenzo Koss Jr.","Garden",30257,"9-9-2021","3:33:11",55730,"17058 Schaden Ford",308.08,475856,"Intelligent Plastic Computer","McClure, Block and Franecki",38.51,"Male"
true,"Cash",34.36,"MS",10,"Carrollside",1450076,2220741,"Albertha Tremblay","Baby",52246,"10-16-2021","5:5:45",3100475,"338 Eric Tunnel",997.50,267132,"Incredible Steel Shirt","Larkin-McClure",99.75,"Male"
"redundant","EWallet",1828785,"CA",9,"West Herbert","HTTP",42.59,"Keshaun Runolfsson V","Garden & Grocery",58789,"4-1-2021","9:7:13",7991152,"70300 Ricardo Lock",377.64,376472,"Rustic Wooden Chair","Kuphal, Spencer and Blanda",41.96,"Male"
2268186,"EWallet",1410302,"SD",6,"South Favian","bus",8264132,"Joan Hoppe","Toys",82850,"8-15-2021","20:37:14","back-end","6784 Casey Way",336.54,444168,"Practical Cotton Chair","Kuphal, Spencer and Blanda",56.09,"Male"
26.04,"Cash","port","OR",3,"Schillerbury",12.65,true,"Ms. Ila Lehner","Books, Shoes & Sports",54445,"9-9-2021","0:29:52","neural","2649 Fredrick Ridges",101.91,352607,"Practical Rubber Computer","McClure, Block and Franecki",33.97,"Male"
47.58,"AMEX","virtual","LA",10,"Lake Garnettside",7.75,"monitor","Marjory Roberts","Health & Shoes",64314,"9-14-2021","23:38:12",66.22,"4410 Ashlynn Rue",335.50,347493,"Rustic Granite Car","Considine PhD",33.55,"Male"
"backing up","AMEX","connect","NY",4,"Bashiriantown",11.81,74.21,"Dr. Euna Grant","Beauty & Grocery",82930,"7-22-2021","10:27:58",97.64,"9613 Everette Glen",1.96,578734,"Sleek Concrete Gloves","McClure, Block and Franecki",0.49,"Male"
true,"Cash",73.30,"MD",5,"Leannontown",9.45,false,"Valentina O'Conner","Industrial & Baby",86963,"10-8-2021","7:34:55",32.02,"9006 Santiago Lights",195.40,267687,"Ergonomic Rubber Gloves","Lakin, O'Connell and Monahan",39.08,"Female"
18.33,"Visa",false,"WV",8,"Johnsonview",31.94,false,"Isadore Ledner","Industrial",80047,"10-20-2021","3:17:2",true,"7058 Oscar Creek",337.28,329117,"Ergonomic Granite Computer","Auer V",42.16,"Female"
"bypass","EWallet","alarm","ND",7,"Wittingberg",7461757,1618616,"David O'Conner","Tools",21430,"12-18-2020","12:8:9",false,"756 Simone Park",184.03,698676,"Fantastic Wooden Shoes","Lakin, O'Connell and Monahan",26.29,"Male"
1083022,"MasterCard","CSS","IL",1,"Bruenport",7750520,4490085,"Harmony Thiel DVM","Music",29381,"9-24-2021","6:48:3","XML","67587 Stracke Glens",91.48,726821,"Ergonomic Plastic Gloves","Parisian, Wolff and Gorczany",91.48,"Female"
0.19,"EWallet","THX","MT",8,"Lanetown",false,"connecting","Ms. Damien Torp","Outdoors & Movies",17111,"7-6-2021","22:56:56",true,"32489 Heather Flat",57.84,220327,"Sleek Concrete Table","Lakin, O'Connell and Monahan",7.23,"Female"
3441418,"Visa","back-end","MA",4,"Haleighborough",3325584,"virtual","Henri Rempel","Games, Grocery & Beauty",89639,"9-19-2021","6:52:25",4553338,"30936 Amira Mission",112.68,317986,"Incredible Rubber Computer","Larkin-McClure",28.17,"Male"
2.28,"EWallet",881897,"MA",3,"Howemouth",88.70,"firewall","Ferne Mayer","Outdoors, Health & Jewelery",43456,"8-6-2021","9:47:29",6098080,"89752 Jaskolski Centers",251.25,300313,"Incredible Rubber Hat","Parisian, Wolff and Gorczany",83.75,"Female"
24.40,"EWallet",false,"AK",4,"South Jermeyberg","transmit","SAS","Nils Lang","Movies",39080,"7-28-2021","14:10:12",8.81,"232 Sanford Junction",96.32,508734,"Ergonomic Concrete Shirt","Lakin, O'Connell and Monahan",24.08,"Male"
22.81,"EWallet",true,"ID",9,"North Devynmouth",false,7.83,"Mrs. Riley Turner","Music & Outdoors",38307,"8-20-2021","2:39:17",31.29,"8743 Conroy Canyon",94.95,312357,"Sleek Cotton Shoes","Lakin, O'Connell and Monahan",10.55,"Female"
false,"Cash",true,"IL",8,"South Deshawn",true,7291870,"Yazmin Hegmann","Books, Outdoors & Industrial",26395,"7-10-2021","10:42:4",true,"638 Rodriguez Skyway",438.96,494900,"Ergonomic Plastic Pants","Wiegand-Tillman",54.87,"Female"
true,"AMEX",4907648,"MS",9,"New Nikkiview",true,54.46,"Amanda Runolfsson","Kids, Toys & Movies",46182,"10-14-2021","15:19:22","cross-platform","83249 Botsford Bypass",710.10,223693,"Intelligent Wooden Computer","McClure, Block and Franecki",78.90,"Female"
13.42,"AMEX",true,"WI",3,"East Tedhaven",432285,4062672,"Florida Okuneva","Industrial & Games",57941,"9-15-2021","10:16:12",6658319,"5555 Domenick Shoal",12.66,261771,"Gorgeous Granite Table","Considine PhD",4.22,"Male"
34.90,"EWallet","SSL","NY",6,"West Hopeberg",true,"hack","Miss Erich Adams","Electronics",22231,"10-21-2021","10:43:56",7846294,"382 Felton Plaza",466.44,196696,"Ergonomic Plastic Chair","Armstrong, Strosin and Altenwerth",77.74,"Female"
"transmit","AMEX",5848445,"IA",5,"South Nehahaven",3907286,true,"Norris Williamson","Garden",64023,"10-7-2021","1:40:21","transmit","31724 Pfannerstill Parkway",303.35,611825,"Practical Concrete Table","Parisian, Wolff and Gorczany",60.67,"Female"
4286242,"Cash",3073237,"NE",2,"West Mack","quantifying","open-source","Claudie Schroeder","Kids",43076,"9-10-2021","15:57:10",36.92,"83998 Aufderhar Summit",61.78,512747,"Fantastic Concrete Shoes","Kshlerin DDS",30.89,"Male"
"overriding","Cash",true,"OR",1,"Rosenbaumberg",6487960,false,"Julie Lemke","Home & Beauty",70713,"6-11-2021","19:0:40",8.54,"6945 Gwen Islands",32.36,792484,"Small Concrete Car","Lakin, O'Connell and Monahan",32.36,"Female"
true,"AMEX",true,"KY",1,"Port Kristoferside",false,true,"Bruce Hahn II","Electronics & Home",40527,"10-20-2021","9:7:8",69.47,"883 Arnold Manor",89.69,750478,"Fantastic Plastic Hat","Larkin-McClure",89.69,"Female"
false,"EWallet",32.51,"NE",2,"West Alexandreton",68.29,true,"Buster Price","Shoes & Garden",97493,"9-23-2021","5:43:38",true,"919 Stokes Burg",124.54,268163,"Sleek Wooden Hat","Kshlerin DDS",62.27,"Female"
77.56,"EWallet","microchip","MT",9,"Predovicborough",5018984,false,"Adelle Stiedemann","Shoes",29947,"8-29-2021","1:16:0",true,"226 Herman Oval",624.69,391902,"Intelligent Steel Hat","Parisian, Wolff and Gorczany",69.41,"Male"
75.38,"AMEX","backing up","IL",8,"Raoulmouth",false,4470138,"Carlie Shanahan","Electronics & Books",55355,"10-2-2021","22:38:44",false,"1499 Cummings Wall",180.56,429991,"Awesome Steel Car","Kuphal, Spencer and Blanda",22.57,"Male"
"XML","MasterCard",7303115,"AL",8,"Gerryshire",2369866,6735718,"Sherman Koch","Outdoors",19053,"7-3-2021","5:22:47",79.19,"73286 Dorothy Tunnel",344.16,198743,"Intelligent Plastic Shoes","Considine PhD",43.02,"Male"
8378475,"Cash",5840569,"MD",10,"Haneborough","backing up","generating","Wilmer Rodriguez IV","Books",69473,"8-13-2021","7:39:20",76.83,"513 Stanton Avenue",189.50,122738,"Practical Plastic Gloves","Lakin, O'Connell and Monahan",18.95,"Male"
"compress","AMEX","SMTP","CT",5,"Hortensestad",true,6760655,"Mrs. Dawson Braun","Health, Games & Books",10911,"9-30-2021","0:12:53","primary","11899 Spencer Trail",431.85,831423,"Gorgeous Plastic Shirt","Wiegand-Tillman",86.37,"Female"
6781508,"Cash","indexing","OH",8,"West Amani",2136043,true,"Isaac Terry","Home & Shoes",29185,"2-8-2021","21:57:53",79.54,"402 Greenfelder Avenue",529.68,147317,"Awesome Rubber Computer","Kuphal, Spencer and Blanda",66.21,"Female"
true,"AMEX",true,"ND",6,"Legrosmouth","monitor",42.19,"Mrs. Joel Hickle","Clothing",25266,"9-19-2021","6:13:58",true,"9921 Madeline Summit",114.90,995341,"Small Steel Hat","Considine PhD",19.15,"Male"
27.45,"MasterCard",50.51,"ME",4,"Madalineville",false,8134742,"Tavares Dibbert","Sports, Clothing & Outdoors",87739,"9-8-2021","6:57:9",0.06,"60606 Osinski Shoals",335.12,604873,"Practical Wooden Car","Kuphal, Spencer and Blanda",83.78,"Female"
true,"Visa",true,"NV",10,"Coleshire",35.36,6855953,"Tommie Pouros","Automotive, Garden & Jewelery",83228,"5-27-2021","3:25:17",true,"95359 Quentin Falls",304.50,496514,"Gorgeous Granite Shirt","Armstrong, Strosin and Altenwerth",30.45,"Female"
"navigating","AMEX",33.73,"MA",4,"Caraberg",1272692,"JSON","Marcelino Gutkowski","Beauty & Clothing",53062,"8-9-2021","2:59:39",9073506,"20696 Rosalinda Highway",298.68,326882,"Intelligent Concrete Computer","Wiegand-Tillman",74.67,"Female"
true,"Visa",5.42,"OH",5,"Port Alexandrochester","HTTP","navigate","Mrs. Karl Romaguera","Baby & Health",67942,"3-6-2021","8:33:38",24.96,"7412 Gottlieb Well",423.40,701969,"Sleek Wooden Shoes","McClure, Block and Franecki",84.68,"Female"
5418809,"EWallet",7476086,"IN",9,"South Bernadette","navigating","navigate","Albina Daugherty Sr.","Garden, Automotive & Computers",20809,"9-27-2021","11:6:13",22.58,"87007 Crist Mill",407.07,219679,"Practical Wooden Shirt","Lakin, O'Connell and Monahan",45.23,"Male"
6792371,"Cash",4194824,"WI",5,"Nicolasmouth",4791157,4041769,"Mr. Davin Blanda","Games, Tools & Beauty",42725,"10-6-2021","0:25:46",true,"53946 Veum Point",94.15,932878,"Rustic Wooden Pants","McClure, Block and Franecki",18.83,"Male"
"hard drive","AMEX",3.12,"RI",7,"Lizzieland",26.41,false,"Magdalen Sporer","Health, Home & Outdoors",13298,"12-13-2020","19:54:58",2302841,"646 Johnson Forge",22.54,504449,"Rustic Concrete Shoes","Larkin-McClure",3.22,"Female"
false,"EWallet",true,"HI",10,"New Tierraville","indexing","circuit","Cloyd Gislason","Computers",17421,"6-1-2021","18:2:30","haptic","4201 Pacocha River",527.00,287048,"Sleek Cotton Car","Kshlerin DDS",52.70,"Male"
false,"EWallet",62.16,"ID",9,"Hazleport",86.02,false,"Destini Konopelski","Health, Garden & Beauty",72487,"10-15-2021","7:57:43",72.34,"971 Kenneth Brook",398.16,593723,"Small Cotton Chair","Wiegand-Tillman",44.24,"Female"
true,"Cash",false,"MO",9,"Mandyhaven",70.77,true,"Mrs. Werner Zemlak","Automotive & Toys",88920,"7-3-2021","12:53:3",true,"22025 Schuppe Freeway",588.24,710392,"Fantastic Granite Shirt","Parisian, Wolff and Gorczany",65.36,"Female"
19.35,"EWallet",1927630,"ME",7,"Ornhaven","XML","indexing","Milford Mayert","Clothing, Home & Grocery",31236,"9-6-2021","16:2:14",91.95,"41274 Norma Square",599.97,308372,"Sleek Concrete Chair","Auer V",85.71,"Female"
4646358,"MasterCard",3501256,"TX",7,"Fridachester",7902820,872366,"Viola Dach","Home, Outdoors & Beauty",96790,"10-5-2021","22:51:23",776871,"24636 O'Keefe Spurs",663.46,256508,"Small Steel Pants","Kshlerin DDS",94.78,"Female"
