Date,monitor,Gender,PostalCode,Department,InvoiceId,Store,State,Total,CustomerName,Time,Address,protocol,ProductPrice,Product,Quantity,City,hard drive,port,sensor,PaymentType
"10-10-2021","haptic","Female",69214,"Health",674873,"Kuphal, Spencer and Blanda","NH",207.90,"Koby Robel Sr.","18:15:51","35490 Wyman Rue",true,20.79,"Incredible Cotton Gloves",10,"Portershire","auxiliary",4234674,true,"EWallet"
"7-31-2021","HTTP","Male",53373,"Beauty, Clothing & Books",831657,"McClure, Block and Franecki","WY",190.88,"Tamara Nolan","16:12:56","927 Hand Common",true,47.72,"Small Granite Gloves",4,"Lake Carleton",false,77.73,2067284,"MasterCard"
"8-23-2021",true,"Female",90039,"Home",694076,"Lakin, O'Connell and Monahan","ND",157.48,"Eldon Kiehn","7:55:3","576 Joseph Pass","override",39.37,"Practical Wooden Shirt",4,"Port Kailey",false,true,true,"AMEX"
"10-13-2021",78.65,"Male",77511,"Toys, Outdoors & Music",204725,"McClure, Block and Franecki","AZ",65.82,"Ansley Little","10:44:57","452 Goodwin Brook",74.90,32.91,"Small Plastic Car",2,"South Dominiqueland",11.09,false,63.35,"Visa"
"6-9-2021",false,"Male",46304,"Health, Clothing & Outdoors",717753,"Wiegand-Tillman","OR",185.70,"Dr. Karson Zieme","0:52:27","739 Kaelyn Vista",35.90,30.95,"Sleek Concrete Chair",6,"Port Dayne",71.68,"synthesize","bluetooth","Cash"
"10-19-2021",28.33,"Male",12670,"Movies, Shoes & Home",852618,"Kshlerin DDS","WA",487.80,"Mr. Harold Hettinger","3:13:11","70525 Maybell Point","monitor",97.56,"Practical Granite Car",5,"East Mattie","quantify",false,"hacking","EWallet"
"7-16-2021",3441180,"Male",40772,"Home & Grocery",118478,"Wiegand-Tillman","WI",291.65,"Berry Hartmann","0:16:15","850 Kiehn Stravenue","port",58.33,"Practical Wooden Pants",5,"Sipesside",1861045,6024569,true,"Visa"
"10-19-2021",2949900,"Female",84996,"Health, Games & Music",362085,"Parisian, Wolff and Gorczany","GA",191.46,"Bradley Jones","0:22:48","1707 Raheem Knolls",8709452,63.82,"Rustic Wooden Computer",3,"Pfefferstad","circuit","transmitting","connecting","AMEX"
"9-21-2021",6125046,"Male",66363,"Tools, Beauty & Sports",110055,"Armstrong, Strosin and Altenwerth","LA",67.29,"Arno Heidenreich II","14:1:4","39432 Romaguera Stream","parse",22.43,"Awesome Granite Gloves",3,"Tylerville","copying",false,true,"AMEX"
"7-2-2021",false,"Male",23521,"Automotive, Movies & Beauty",891035,"Larkin-McClure","SD",116.70,"Bill Tromp","13:23:58","6827 Amy Meadow",14.08,19.45,"Practical Granite Gloves",6,"Schusterfurt",6708627,false,2221509,"AMEX"
"9-11-2021",4080023,"Male",18626,"Sports, Movies & Health",376103,"Considine PhD","ME",30.32,"Lyric Fisher","0:49:38","47894 Maggio Trafficway",75.39,15.16,"Fantastic Concrete Shirt",2,"Oliverborough",true,5417854,3230810,"Visa"
"8-7-2021","XSS","Female",36429,"Beauty, Industrial & Automotive",120993,"Kshlerin DDS","ND",231.98,"Ernesto Miller III","22:37:27","6569 Nash Brook","XML",33.14,"Small Concrete Table",7,"West Jana",60.22,6194983,false,"AMEX"
"10-11-2021",5583253,"Female",52858,"Shoes & Books",387958,"Lakin, O'Connell and Monahan","NC",707.13,"Lorna Miller","3:59:53","1728 Moen Road","synthesize",78.57,"Sleek Concrete Gloves",9,"Milotown",false,"HTTP",true,"EWallet"
"6-16-2021","firewall","Male",85709,"Tools, Sports & Beauty",689960,"Kshlerin DDS","IN",226.98,"Neva Bauch","4:41:37","522 Elizabeth Plain",false,25.22,"Ergonomic Wooden Shoes",9,"Freemanburgh",2666037,"connecting","online","EWallet"
"10-19-2021",75.06,"Female",60567,"Kids",126756,"Considine PhD","WI",97.58,"Murray Durgan","15:45:48","172 Hoeger Creek",1089190,48.79,"Gorgeous Cotton Shirt",2,"Port Eulaburgh",true,"synthesizing","mobile","Cash"
"7-31-2021",3594577,"Male",42932,"Industrial & Computers",726297,"Auer V","CA",754.00,"Christine White","23:23:44","860 Miguel Ways",33.68,94.25,"Small Wooden Shoes",8,"Friesenview",56.74,true,false,"Cash"
"10-10-2021",true,"Female",17333,"Games & Shoes",458276,"Lakin, O'Connell and Monahan","WI",259.84,"Mrs. Rosalee Cummings","17:45:48","664 Shanahan Street",55.35,37.12,"Fantastic Rubber Shoes",7,"Oraborough",false,81.00,false,"AMEX"
"10-13-2021",46.64,"Male",78252,"Health & Clothing",118827,"Considine PhD","SD",238.68,"Dr. Frances Jaskolski","20:23:47","919 Nigel Plain",43.25,59.67,"Gorgeous Rubber Hat",4,"East Dejatown",52.67,42.00,2.39,"Cash"
"10-22-2021",82.01,"Female",49012,"Automotive, Jewelery & Beauty",664438,"Kuphal, Spencer and Blanda","WY",138.21,"Marlen Mohr","12:59:35","92830 Wilford Road",true,46.07,"Incredible Cotton Shoes",3,"East Simoneton",false,63.81,true,"Cash"
"9-21-2021",69.88,"Female",29405,"Computers & Garden",253004,"Kshlerin DDS","NV",399.49,"Ms. Deondre Toy","18:53:49","577 Klein Islands",false,57.07,"Sleek Granite Shirt",7,"Myrtleland",1021941,"PCI","bus","Visa"
"10-10-2021","FTP","Male",73174,"Kids & Grocery",379597,"Kuphal, Spencer and Blanda","UT",265.50,"Horacio Kiehn","5:3:32","965 Hayley Run","cross-platform",44.25,"Intelligent Rubber Chair",6,"West Andrew","solid state",7810641,true,"MasterCard"
"10-21-2021","bus","Male",36894,"Sports, Electronics & Industrial",777583,"Armstrong, Strosin and Altenwerth","NH",289.36,"Kirsten Mraz","3:43:17","7374 Alfonso Neck","application",36.17,"Rustic Concrete Chair",8,"South Russel",false,"array",false,"Visa"
"9-11-2021","solid state","Male",92720,"Home, Automotive & Jewelery",476689,"Wiegand-Tillman","SD",42.71,"Margaret Casper PhD","23:46:3","712 Feeney Drive",84.15,42.71,"Incredible Wooden Pants",1,"Powlowskifort","pixel",6011440,60.01,"Visa"
"9-1-2021",2662832,"Female",42116,"Games",343342,"Larkin-McClure","DE",259.47,"Daryl Abernathy","19:18:16","27532 Feil Plaza",false,28.83,"Sleek Rubber Chair",9,"Kellieview",42.40,true,"optical","AMEX"
"9-17-2021","generate","Male",16987,"Clothing",709091,"Auer V","OR",835.70,"Adella Dach","12:10:41","1068 DuBuque Island","panel",83.57,"Ergonomic Rubber Hat",10,"West Vernicemouth","mobile",true,true,"Cash"
"6-10-2021",true,"Female",36395,"Health",707948,"Armstrong, Strosin and Altenwerth","WA",303.66,"Kaitlyn Feil","22:15:4","652 Russel Mission",false,43.38,"Gorgeous Concrete Gloves",7,"Wilhelminetown",true,11.93,false,"EWallet"
"9-5-2021","ADP","Male",82212,"Computers & Outdoors",146186,"Kshlerin DDS","MT",564.06,"Abbie Medhurst","11:7:44","611 Carroll Parks",49.95,80.58,"Awesome Wooden Pants",7,"New Anniebury","synthesizing",9.95,true,"EWallet"
"10-7-2021",false,"Male",81563,"Games",769277,"Armstrong, Strosin and Altenwerth","KY",78.14,"Lysanne Kuphal","7:35:54","7157 Lyda Crossroad",true,78.14,"Awesome Granite Pants",1,"Jacksonmouth",9082986,"auxiliary","generating","EWallet"
"4-9-2021","pixel","Male",35650,"Home, Shoes & Games",367997,"Kshlerin DDS","MN",207.87,"Eladio Gorczany","3:55:18","134 Berge Burgs",false,69.29,"Ergonomic Concrete Hat",3,"Lake Colemanbury",69.57,8490309,2101434,"MasterCard"
"9-7-2021","transmit","Male",93438,"Garden",950066,"Wiegand-Tillman","MD",28.92,"Erna Sauer","20:20:16","7461 Goldner Isle",5737631,4.82,"Small Wooden Car",6,"Lake Aidan",5815654,6104680,4591191,"Cash"
"7-21-2021",1519820,"Male",68041,"Electronics & Shoes",596084,"Kshlerin DDS","CO",140.64,"Matilda Gerlach","22:41:44","4585 Feest Village","SCSI",70.32,"Rustic Steel Pants",2,"South Mavismouth",79.40,2833316,5346697,"MasterCard"
"7-17-2021","PNG","Female",94925,"Tools, Computers & Jewelery",524595,"Wiegand-Tillman","NV",62.88,"Hannah Gutkowski","14:7:36","51383 Windler Coves","indexing",20.96,"Small Steel Computer",3,"West Mariana",false,true,6732561,"Visa"
"3-6-2021",70.33,"Male",54209,"Shoes, Tools & Games",957474,"Parisian, Wolff and Gorczany","IA",265.32,"Mrs. Halle Beer","18:21:56","3640 Bernhard Plains",true,66.33,"Intelligent Plastic Hat",4,"Beahantown",1014328,false,15.55,"EWallet"
"5-18-2021",true,"Female",14138,"Baby, Toys & Health",832084,"Kuphal, Spencer and Blanda","WI",726.60,"Carlos Jakubowski Sr.","23:15:36","3817 Schmidt Springs",true,72.66,"Intelligent Steel Hat",10,"Deronfort",false,13.83,76.95,"EWallet"
"7-1-2021",true,"Female",79380,"Computers, Clothing & Movies",859179,"Lakin, O'Connell and Monahan","CT",173.76,"Elsa Pacocha","6:3:51","34563 Leanna Forge",62.41,28.96,"Rustic Cotton Table",6,"Brekkeborough",86.25,false,3429050,"Visa"
"9-23-2021",false,"Female",54888,"Industrial & Clothing",976248,"Wiegand-Tillman","MN",629.60,"Millie Boehm","21:22:23","77741 Howard Underpass",51.08,78.70,"Rustic Concrete Shoes",8,"Gregoriomouth",true,false,true,"AMEX"
"8-25-2021","EXE","Male",14848,"Sports & Grocery",858809,"Armstrong, Strosin and Altenwerth","IN",531.70,"Dorothea Ortiz","9:16:56","73483 Haylee Causeway","neural",53.17,"Fantastic Concrete Gloves",10,"Edmouth","bandwidth",9229378,8202538,"MasterCard"
"10-25-2021",2896509,"Female",52824,"Industrial",829966,"Lakin, O'Connell and Monahan","NV",50.90,"Leo Gutkowski","12:24:10","649 Rath Mountains",true,10.18,"Rustic Granite Car",5,"Port Hipolito","navigating",30.04,"wireless","MasterCard"
"2-17-2021",6821017,"Male",64063,"Computers & Baby",589393,"McClure, Block and Franecki","MI",42.10,"Russ King IV","8:9:21","79193 Ashly Pass",3765919,8.42,"Practical Steel Pants",5,"Marcosview",8469977,false,"bypass","MasterCard"
"6-29-2021",57.55,"Male",65485,"Movies, Baby & Toys",708159,"Kshlerin DDS","AR",3.48,"Samara Lakin","0:26:11","3989 Paula Via",27.59,0.87,"Ergonomic Cotton Table",4,"Hegmannside","multi-byte",13.82,76.19,"MasterCard"
"10-22-2021",8301993,"Male",32037,"Automotive & Sports",855949,"Kuphal, Spencer and Blanda","OH",885.10,"Angie Harber","9:1:27","3320 Kshlerin Stream","connect",88.51,"Rustic Granite Gloves",10,"West Jacinto",false,74.73,64.50,"Cash"
"9-5-2021",true,"Male",66748,"Shoes & Jewelery",997421,"Kshlerin DDS","NM",65.44,"Kavon Ledner","21:59:58","67897 Chelsey Courts",false,16.36,"Incredible Rubber Computer",4,"Doyleshire",true,35.72,98.98,"Cash"
"5-19-2021",37.62,"Female",15270,"Games",328741,"Armstrong, Strosin and Altenwerth","NC",333.99,"Keith O'Keefe","16:29:2","5692 Schumm Station",34.29,37.11,"Practical Rubber Shoes",9,"Sauershire",true,false,10.22,"EWallet"
"4-30-2021",8827645,"Male",19828,"Health & Kids",719406,"Armstrong, Strosin and Altenwerth","ME",93.18,"Jamal Torp","5:19:4","9962 Medhurst Place",false,15.53,"Awesome Concrete Pants",6,"New Kyle",false,"calculate","indexing","AMEX"
"3-19-2021","quantifying","Male",91370,"Toys & Beauty",220802,"Kshlerin DDS","HI",210.90,"Payton Hamill","0:17:16","5523 Oberbrunner Ranch","parse",42.18,"Gorgeous Cotton Computer",5,"North Jordistad",3831122,true,"SDD","AMEX"
"9-6-2021",73.41,"Female",64062,"Grocery, Outdoors & Industrial",868193,"Considine PhD","MO",256.75,"Kyra Weimann","10:11:50","8071 Elda Brook",42.89,51.35,"Intelligent Steel Computer",5,"South Coreneborough",4967313,38.63,1208981,"AMEX"
"11-11-2020","monitor","Female",19180,"Health & Games",979388,"Kshlerin DDS","SC",78.96,"Aniya Marvin","12:14:17","916 Naomi Stravenue",4.86,9.87,"Sleek Cotton Computer",8,"Port Madisonstad",3855202,6280795,7334466,"Cash"
"9-26-2021",true,"Female",34940,"Jewelery, Electronics & Tools",570729,"Larkin-McClure","MI",582.39,"Damaris Hilpert","16:25:1","169 Alphonso Village","transmitting",64.71,"Small Rubber Car",9,"East Jimmie",true,7394047,"compressing","AMEX"
"8-7-2021",1073199,"Male",79910,"Beauty, Books & Health",706235,"Armstrong, Strosin and Altenwerth","NE",131.04,"Velva Ortiz","19:24:43","836 Lowe Centers","interface",32.76,"Awesome Rubber Shirt",4,"Keenanside",true,13.36,73.10,"Visa"
"10-4-2021",1004018,"Male",28738,"Computers & Shoes",210787,"Larkin-McClure","ID",381.36,"Guadalupe Casper","13:14:55","12742 Prohaska Cliff","backing up",63.56,"Rustic Steel Gloves",6,"New Marianne",85.33,false,false,"AMEX"
"9-12-2021",false,"Female",70232,"Automotive & Outdoors",738083,"McClure, Block and Franecki","NM",420.05,"Dr. Lela Hane","9:31:21","63671 Bernhard Via",7975665,84.01,"Incredible Steel Pants",5,"Orvalside",false,23.51,13.20,"Cash"
"5-11-2021",2.58,"Male",66239,"Music, Beauty & Movies",130362,"Armstrong, Strosin and Altenwerth","MA",122.49,"Dr. Jayme McDermott","16:22:8","6607 Lubowitz Flat",false,40.83,"Small Wooden Gloves",3,"North Jaylinland",false,false,"hard drive","AMEX"
"7-30-2021",false,"Male",68498,"Jewelery",390953,"Considine PhD","OK",63.54,"Dr. Xzavier Runte","0:44:31","331 Carter Overpass",60.04,31.77,"Intelligent Wooden Table",2,"Kendallmouth","port",9415070,"copy","AMEX"
"6-28-2021",12.38,"Female",47458,"Sports",986564,"Auer V","MT",101.36,"Karolann Johns","12:4:2","192 Braden Run",445556,25.34,"Practical Concrete Shoes",4,"Fayhaven",2141064,"cross-platform",7884797,"EWallet"
"10-24-2021","ADP","Female",54100,"Outdoors & Beauty",133265,"Armstrong, Strosin and Altenwerth","CA",105.26,"Orville Swift","23:10:19","7430 Ignatius Rest","compressing",52.63,"Rustic Cotton Chair",2,"East Kalebmouth",false,7302513,4159649,"AMEX"
"9-20-2021",5115384,"Male",98473,"Sports & Computers",615543,"Kuphal, Spencer and Blanda","UT",634.88,"Trisha Bernier","8:1:28","32759 Huel Gateway",4320034,79.36,"Sleek Steel Hat",8,"Lucindaland","connecting","bypassing",81.08,"Visa"
"8-29-2021",5285415,"Female",18504,"Clothing & Shoes",341791,"Lakin, O'Connell and Monahan","AK",665.28,"Fabiola Beier","15:16:44","580 Dulce Drives",3650807,83.16,"Practical Granite Table",8,"Walkershire",true,"port",false,"Cash"
"8-10-2021",45.28,"Female",49814,"Home & Shoes",951203,"Auer V","WV",287.37,"Ms. Malika Kuhlman","3:8:26","7969 Ford Ranch",6653691,31.93,"Ergonomic Steel Computer",9,"East Renee",77.70,true,true,"AMEX"
"9-29-2021",true,"Female",66618,"Games",992904,"Wiegand-Tillman","ME",10.92,"Watson Lakin V","11:30:39","9302 Aubree Motorway",3.15,3.64,"Small Concrete Pants",3,"Erikborough",39.05,true,true,"MasterCard"
"8-20-2021",true,"Male",95270,"Kids",388570,"Considine PhD","KS",84.06,"Jaylen Hegmann","19:1:11","17722 Sawayn Unions",65.00,14.01,"Practical Concrete Shoes",6,"South Zulafort",87.88,"HTTP",6065509,"Visa"
"8-12-2021",false,"Male",75872,"Electronics",578231,"Kuphal, Spencer and Blanda","NC",561.80,"Ms. Jimmy Funk","1:18:12","7755 O'Connell Road",false,56.18,"Incredible Wooden Gloves",10,"New Emory",12.13,75.04,"monitor","Visa"
"12-12-2020","indexing","Male",29356,"Shoes, Tools & Home",784940,"Auer V","UT",51.70,"Burley Mann","13:40:25","2630 Auer Street","bypass",25.85,"Practical Rubber Chair",2,"Gaylordton",426949,"bandwidth",2575811,"AMEX"
"10-6-2021",7902532,"Male",28728,"Automotive & Garden",568813,"Auer V","OR",65.53,"Dovie Hackett III","11:12:4","53938 Fay Street",2943356,65.53,"Gorgeous Cotton Computer",1,"South Albertha","bus","back up","back-end","MasterCard"
"10-10-2021","bandwidth","Male",72274,"Games & Sports",294192,"McClure, Block and Franecki","ID",284.90,"Garrett Bartoletti","0:37:16","448 Abernathy Highway",3342163,56.98,"Gorgeous Steel Shoes",5,"Wizaville","feed",56.89,8631407,"Visa"
"10-24-2021",1817695,"Female",68072,"Outdoors & Baby",629087,"Wiegand-Tillman","HI",498.10,"Garret Kuhn","11:23:50","5282 Georgette Island",3483712,49.81,"Small Plastic Computer",10,"New Nathenbury",9123759,"transmitter",41.73,"MasterCard"
"4-13-2021",3275563,"Female",96106,"Home",517806,"Parisian, Wolff and Gorczany","SD",169.84,"Leola Mohr I","17:28:3","13524 Kirlin Knoll",87.11,42.46,"Sleek Rubber Shoes",4,"Port Karamouth","bluetooth","interface","online","AMEX"
"10-7-2021",88.47,"Male",98696,"Garden",707947,"Lakin, O'Connell and Monahan","WV",168.08,"Luis Herman","21:17:53","9821 Marquardt Ville",true,84.04,"Sleek Rubber Gloves",2,"Lizethtown","RSS",9292799,70.77,"Cash"
"7-13-2021",false,"Female",30150,"Music & Baby",504042,"Parisian, Wolff and Gorczany","TN",58.92,"Ambrose Dietrich","23:27:43","581 Estelle Prairie",47.03,14.73,"Practical Wooden Shirt",4,"Port Pansy",82.19,false,true,"Visa"
"10-20-2021","primary","Male",29165,"Garden & Jewelery",262116,"Armstrong, Strosin and Altenwerth","UT",70.30,"Gabe Becker","19:54:12","542 Rohan Gateway",true,35.15,"Rustic Granite Chair",2,"Lake Maximeport","programming",91.67,81.31,"Cash"
"10-25-2021","ADP","Male",17407,"Garden & Music",763501,"McClure, Block and Franecki","WA",937.90,"Jade Lubowitz","10:58:17","624 Idell Plains",30.12,93.79,"Ergonomic Wooden Table",10,"New Dasiamouth",false,7658148,"matrix","AMEX"
"1-30-2021","HDD","Male",29824,"Shoes, Outdoors & Kids",406706,"Kuphal, Spencer and Blanda","NC",8.32,"Maryam Rohan","13:21:34","243 Quigley Circles","bluetooth",4.16,"Awesome Granite Car",2,"Alaniston","card","CSS","ADP","EWallet"
"9-15-2021",56.26,"Female",25434,"Outdoors & Computers",965859,"Considine PhD","NJ",277.56,"Octavia Hilll","17:16:46","10954 Mateo Ridge",false,69.39,"Practical Wooden Hat",4,"Ryanton","pixel",38.54,882123,"Cash"
"2-26-2021",3517122,"Male",87623,"Clothing, Industrial & Music",861114,"Kshlerin DDS","OK",524.34,"Ms. Gladys Gislason","23:42:15","942 Alva Stravenue","protocol",58.26,"Awesome Wooden Table",9,"Keiraview",false,3765479,true,"EWallet"
"4-17-2021",true,"Female",53531,"Books & Industrial",343366,"Larkin-McClure","MD",690.16,"Chandler Prohaska","18:49:18","92738 Laron Shoals",2.40,86.27,"Small Steel Hat",8,"New Katherineburgh",7285089,false,8615922,"Visa"
"7-28-2021",8169649,"Male",89255,"Games",374415,"Kshlerin DDS","PA",230.95,"Miss Asa Gulgowski","4:27:53","1911 Parker Pine",false,46.19,"Incredible Rubber Hat",5,"Kimmouth",14.01,76.88,63.90,"AMEX"
"9-14-2021",42.93,"Male",87589,"Toys",204310,"Kshlerin DDS","MS",20.40,"Isobel Wolff","17:26:20","16738 Mosciski Viaduct",true,2.04,"Intelligent Plastic Shoes",10,"Ciceroland",true,65.26,27.55,"EWallet"
"10-22-2021",31.20,"Female",76221,"Sports",311633,"Larkin-McClure","WV",23.80,"Clay Weimann","16:13:5","864 Velda Ridges",true,5.95,"Gorgeous Plastic Pants",4,"East Maudestad",true,true,13.19,"Visa"
"10-3-2021",true,"Male",99219,"Books, Kids & Outdoors",650563,"Armstrong, Strosin and Altenwerth","IL",778.59,"Mrs. April Schamberger","6:53:59","35603 Gerlach Glens",16.05,86.51,"Ergonomic Granite Shoes",9,"Ahmadton","XSS",14.70,true,"Visa"
"8-25-2021","SSL","Female",19914,"Tools & Games",936868,"Auer V","MN",125.61,"Olin Nader","16:27:58","15964 Sylvester Trail",50.36,41.87,"Gorgeous Granite Computer",3,"Noeliaville",true,63.18,2298901,"MasterCard"
"5-12-2021",true,"Male",11282,"Industrial",511485,"Larkin-McClure","CA",298.08,"Camryn Mosciski","13:39:46","30738 Eugenia Prairie","SMTP",49.68,"Awesome Rubber Hat",6,"West Charleyville","pixel",true,"neural","Visa"
"8-29-2021",false,"Female",17629,"Jewelery",545503,"Larkin-McClure","IA",305.84,"Garett Rippin","20:54:43","2337 Lilliana Mills","hard drive",38.23,"Fantastic Rubber Shirt",8,"Justinehaven","synthesizing",55.90,"solid state","AMEX"
"10-15-2021","programming","Male",95647,"Clothing & Tools",213231,"Larkin-McClure","MN",82.24,"Weston Gulgowski","23:40:23","2346 Waters Cliff",56670,82.24,"Intelligent Steel Shirt",1,"Port Bridget",2677257,78.39,"bluetooth","Visa"
"4-3-2021",false,"Male",66605,"Clothing & Beauty",172750,"Auer V","WV",163.22,"Isom Shanahan","0:51:11","4072 Walsh Meadows",16.85,81.61,"Rustic Granite Chair",2,"Deshawnbury",false,"SAS",true,"EWallet"
"9-9-2021",true,"Male",16695,"Clothing & Sports",376802,"McClure, Block and Franecki","VA",158.30,"Devan Halvorson","9:41:51","3972 Dach Stravenue",8515582,79.15,"Awesome Cotton Shoes",2,"Waynefort",37.75,0.32,90.36,"Visa"
"8-18-2021",69.36,"Male",45419,"Clothing & Electronics",267654,"Kuphal, Spencer and Blanda","TN",91.38,"Zack Schmidt","3:49:20","126 Joaquin Underpass",true,30.46,"Rustic Wooden Computer",3,"Ziemannshire",false,88.41,false,"EWallet"
"10-24-2021",928370,"Female",59353,"Tools, Grocery & Garden",495363,"McClure, Block and Franecki","RI",725.22,"Carol Pagac","21:48:4","63065 Howell Squares",3969578,80.58,"Intelligent Concrete Computer",9,"Norvalchester",24.28,false,true,"EWallet"
"2-28-2021",80.35,"Female",98336,"Baby & Toys",417714,"McClure, Block and Franecki","WA",442.70,"Dr. Dayana Larkin","20:40:45","6813 Deckow Fields",264914,88.54,"Awesome Rubber Gloves",5,"West Reaganfurt",true,99.18,6229602,"AMEX"
"9-10-2021",false,"Female",12634,"Toys",441327,"Wiegand-Tillman","ID",99.90,"Sterling Bosco II","12:11:7","20340 Hintz Rapid","quantify",49.95,"Fantastic Plastic Shirt",2,"Kozeyhaven","navigating","connecting",79.33,"Visa"
"6-17-2021","1080p","Male",79640,"Industrial",889571,"McClure, Block and Franecki","ID",785.68,"Jakob Johnston","18:5:43","2726 Berge Causeway",true,98.21,"Intelligent Concrete Computer",8,"West Elvieborough",1188277,81.14,43.47,"Visa"
